place_name,text,sentiment,key_phrases
Burritos - Sant Pere,good stuff! ate here twice.,"[{'label': 'positive', 'score': 0.9852239}, {'label': 'neutral', 'score': 0.012202493}, {'label': 'negative', 'score': 0.0025736345}]",[]
Burritos - Sant Pere,tasty bowl!,"[{'label': 'positive', 'score': 0.7445791}, {'label': 'neutral', 'score': 0.23050085}, {'label': 'negative', 'score': 0.0249201}]",[]
Burritos - Sant Pere,soooooo good!,"[{'label': 'positive', 'score': 0.98092514}, {'label': 'neutral', 'score': 0.013489766}, {'label': 'negative', 'score': 0.005585077}]",[]
Burritos - Sant Pere,some excellent burritos.,"[{'label': 'positive', 'score': 0.9667136}, {'label': 'neutral', 'score': 0.02872246}, {'label': 'negative', 'score': 0.004563952}]",['burritos']
Burritos - Sant Pere,the burrito was perfect and the service was impeccable. chef ali is a true master of his craft (and bonus star was speaking polish)!,"[{'label': 'positive', 'score': 0.9871982}, {'label': 'neutral', 'score': 0.008717777}, {'label': 'negative', 'score': 0.0040840935}]",['burrito']
Burritos - Sant Pere,chef ali made the absolute best burritos ever! and i ve never had a burrito before! i would recommend this to all of my friends from the shuffleboard club. get their margarita too! xoxo,"[{'label': 'positive', 'score': 0.9891368}, {'label': 'neutral', 'score': 0.007065223}, {'label': 'negative', 'score': 0.003797955}]",['shuffleboard club']
Burritos - Sant Pere,it was okey,"[{'label': 'neutral', 'score': 0.47389907}, {'label': 'positive', 'score': 0.4737328}, {'label': 'negative', 'score': 0.052368123}]",[]
Burritos - Sant Pere,"clean, quick, delicious!","[{'label': 'positive', 'score': 0.9466209}, {'label': 'neutral', 'score': 0.044868194}, {'label': 'negative', 'score': 0.008510899}]",[]
Burritos - Sant Pere,best burrittos place ive ever been to. chef ali is the boy also,"[{'label': 'positive', 'score': 0.9855622}, {'label': 'neutral', 'score': 0.010112981}, {'label': 'negative', 'score': 0.004324759}]",[]
Burritos - Sant Pere,vegan burrito was pretty good and a decent price!,"[{'label': 'positive', 'score': 0.971651}, {'label': 'neutral', 'score': 0.025584169}, {'label': 'negative', 'score': 0.0027648257}]",['vegan burrito']
Burritos - Sant Pere,everything delicious and the service 10/0,"[{'label': 'positive', 'score': 0.98251754}, {'label': 'neutral', 'score': 0.011257744}, {'label': 'negative', 'score': 0.006224759}]",[]
Burritos - Sant Pere,big fat burritos with vegetarian options as well vegetarian options: rice bowl and vegetables food : 4/5 |,"[{'label': 'neutral', 'score': 0.8350435}, {'label': 'positive', 'score': 0.15702015}, {'label': 'negative', 'score': 0.007936404}]","['vegetables', 'rice bowl', 'big fat burritos', 'vegetarian options']"
Burritos - Sant Pere,chef ali was very helpful and provided great service! we had the vegan burrito and it was top notch! vegetarian options: it s make your own burrito so good food for vegetarians,"[{'label': 'positive', 'score': 0.98596525}, {'label': 'neutral', 'score': 0.011208547}, {'label': 'negative', 'score': 0.0028262537}]",['vegan burrito']
Burritos - Sant Pere,"great food, nice service (chef ali - greetings from warsaw  ) we recommend","[{'label': 'positive', 'score': 0.9870406}, {'label': 'neutral', 'score': 0.0103765875}, {'label': 'negative', 'score': 0.0025829098}]",[]
Burritos - Sant Pere,super tasty,"[{'label': 'positive', 'score': 0.9538395}, {'label': 'neutral', 'score': 0.03703052}, {'label': 'negative', 'score': 0.009129975}]",[]
Burritos - Sant Pere,"delicious burritos however, the restaurant could be cleaner. tables were dirty and sticky.","[{'label': 'negative', 'score': 0.45246175}, {'label': 'neutral', 'score': 0.31616533}, {'label': 'positive', 'score': 0.23137301}]",['burritos']
Burritos - Sant Pere,the best burrito and the best nachos i have ever eaten!! i love them    greetings from italy,"[{'label': 'positive', 'score': 0.9913715}, {'label': 'neutral', 'score': 0.005836432}, {'label': 'negative', 'score': 0.0027920546}]","['nachos', 'burrito']"
Burritos - Sant Pere,boss ali was super nice! can highly recommend :),"[{'label': 'positive', 'score': 0.9868983}, {'label': 'neutral', 'score': 0.008738698}, {'label': 'negative', 'score': 0.0043629413}]",[]
Burritos - Sant Pere,"la nourriture est tres copieuse et y a beaucoup de choix mais je ne pourrais pas dire autant du personnel qui ont bacle mes choix pour mon burrito, equipe tres jeune mais pas dynamique et les toilettes laisse a desirer et ne sont pas competants wheelchair accessibility: il n y pas de marche a l entree","[{'label': 'neutral', 'score': 0.8213074}, {'label': 'positive', 'score': 0.101604186}, {'label': 'negative', 'score': 0.07708844}]","['wheelchair accessibility', 'riture', 'personnel']"
Burritos - Sant Pere,fantastic burritos!!! worth going!,"[{'label': 'positive', 'score': 0.98838276}, {'label': 'neutral', 'score': 0.007178602}, {'label': 'negative', 'score': 0.0044386373}]","['fantastic', 'burritos']"
Burritos - Sant Pere,"i could give 1 star but decided to be a little nicer. i got a veggie bowl and they person working there gave me 1 small spoon of veggies  c mon. they are just trained to cheat people. i m paying  9 not for a soon of veggies. after i empathized that it s a veggie bowl, i should get more veggies. the staff stared being a little rude. i do not recommend this place. if you are in a barcelona, the best burrito place is   tierra burrito","[{'label': 'negative', 'score': 0.82818973}, {'label': 'neutral', 'score': 0.15648922}, {'label': 'positive', 'score': 0.015321021}]","['tierra burrito', 'veggie bowl']"
Burritos - Sant Pere,"was here in 2022, everything went speedy and the burritos were really good, rich of taste and fulfilling","[{'label': 'positive', 'score': 0.9784797}, {'label': 'neutral', 'score': 0.018454604}, {'label': 'negative', 'score': 0.0030657172}]",['burritos']
Burritos - Sant Pere,super good,"[{'label': 'positive', 'score': 0.9437236}, {'label': 'neutral', 'score': 0.046121616}, {'label': 'negative', 'score': 0.010154745}]",[]
Burritos - Sant Pere,"very tasty burritos! unfortunately, we are not welcome as  tourists . i understand a lot of spanish and words were said towards us that were very embarrassing. unfortunately, the good burritos were overshadowed by the poor service.","[{'label': 'negative', 'score': 0.9075921}, {'label': 'neutral', 'score': 0.077864476}, {'label': 'positive', 'score': 0.014543466}]",[]
Burritos - Sant Pere,"similar to chipotle back in the u.s. had their pork burrito, and it was a large portion size, just like a chipotle burrito. stand in line, and walk through your ingredients line, to have your burrito, taco, nachos prepared. if you re looking for an american sized portion this will definitely check that box, to fill you up. good place, for a quick lunch, to fill you up when you re in a hurry.","[{'label': 'positive', 'score': 0.5437504}, {'label': 'neutral', 'score': 0.44963217}, {'label': 'negative', 'score': 0.006617457}]","['pork burrito', 'ach', 'chipotle', 'chipotle burrito']"
Burritos - Sant Pere,"a burrito i will never forget.. fast , cheap and really tasty","[{'label': 'positive', 'score': 0.9830738}, {'label': 'neutral', 'score': 0.013656237}, {'label': 'negative', 'score': 0.0032699958}]",['burrito']
Burritos - Sant Pere,i give 1 star because i dont see that they only have 1 sink and it is shared and it is super dirty,"[{'label': 'negative', 'score': 0.8614521}, {'label': 'neutral', 'score': 0.12970608}, {'label': 'positive', 'score': 0.008841739}]",[]
Burritos - Sant Pere,nothing expensive and rich. nice and young and friendly staff.,"[{'label': 'positive', 'score': 0.90627986}, {'label': 'neutral', 'score': 0.07924451}, {'label': 'negative', 'score': 0.014475593}]",[]
Burritos - Sant Pere,"interesting dynamic, but they dont explain it to you, they have prices at the bar and when you order, in the end they end up charging you a lot more, for two regular size tacos, and  15 for two tacos, the meat salts well, but it doesnt have enough flavor, on top they put the ingredients they want, they dont expect you to choose the ingredients, i personally feel that their portions are small, i wouldnt go back, and their rating is poorly done because the treatment is not the most pleasant either. the space is poorly distributed and tables are all folded. the legs of the chairs dance.","[{'label': 'negative', 'score': 0.8492234}, {'label': 'neutral', 'score': 0.14188644}, {'label': 'positive', 'score': 0.0088901725}]",[]
Burritos - Sant Pere,shoutout to chef ali for the delicacy!,"[{'label': 'positive', 'score': 0.969897}, {'label': 'neutral', 'score': 0.025513561}, {'label': 'negative', 'score': 0.0045894952}]","['delicacy', 'chef']"
Burritos - Sant Pere,"very friendly and tasty food, worth the money.","[{'label': 'positive', 'score': 0.97404253}, {'label': 'neutral', 'score': 0.021717172}, {'label': 'negative', 'score': 0.0042403117}]",[]
Burritos - Sant Pere,good food,"[{'label': 'positive', 'score': 0.8657616}, {'label': 'neutral', 'score': 0.11290776}, {'label': 'negative', 'score': 0.02133062}]",[]
Burritos - Sant Pere,"how sad that due to inflation, i can no longer afford it. i remember that when they opened the burritos were  5.90, then they went to  6.90, with the quantity-quality they offered it was very worth it. but today i pass by and find them at 8.50. i had to go to the hamburger restaurant across the street.","[{'label': 'negative', 'score': 0.8352055}, {'label': 'neutral', 'score': 0.14509259}, {'label': 'positive', 'score': 0.019701866}]","['hamburger restaurant', 'inflation', 'burritos']"
Burritos - Sant Pere,"excellent food, excellent customer service and excellent place. thank you very much for serving us so well. we will return without a doubt.","[{'label': 'positive', 'score': 0.98644084}, {'label': 'neutral', 'score': 0.009941462}, {'label': 'negative', 'score': 0.0036176825}]",['customer service']
Burritos - Sant Pere,very good food and very good service. ideal for eating something quick.,"[{'label': 'positive', 'score': 0.98355466}, {'label': 'neutral', 'score': 0.013162312}, {'label': 'negative', 'score': 0.0032830131}]",[]
Burritos - Sant Pere,"it is one of the best place to eat something delicious in barcelona, we tried 3-4 things and everything was too good, especially burritos","[{'label': 'positive', 'score': 0.9879237}, {'label': 'neutral', 'score': 0.008112106}, {'label': 'negative', 'score': 0.00396419}]",['burritos']
Burritos - Sant Pere,"prices arent transparent, burrito was cold. qite dirty and slow.","[{'label': 'negative', 'score': 0.93563104}, {'label': 'neutral', 'score': 0.059660017}, {'label': 'positive', 'score': 0.0047089662}]",['prices']
Burritos - Sant Pere,"tasty food,but a bit overpriced","[{'label': 'negative', 'score': 0.5951061}, {'label': 'neutral', 'score': 0.3246142}, {'label': 'positive', 'score': 0.08027967}]",[]
Burritos - Sant Pere,amazing how the price keeps going up and up and up. 2 years ago a burrito was  5.60. now its  8.90. disgusting.,"[{'label': 'negative', 'score': 0.9177297}, {'label': 'neutral', 'score': 0.06909796}, {'label': 'positive', 'score': 0.013172468}]",['burrito']
Burritos - Sant Pere,"the burrito was delicious, although they put half a spoon of meat, or whatever you put in it. the burrito looks more like a ball, and i received it cold. very clueless and unprofessional workers. they neither greet you nor talk to you and they just stare at you until you order. 0 training while eating i have seen customers having to clear their tables to be able to sit down. its good to know how to charge and put all the ingredients together, but not having a professional image kills the quality of the experience. the ingredients themselves were good.","[{'label': 'negative', 'score': 0.65102285}, {'label': 'neutral', 'score': 0.22165915}, {'label': 'positive', 'score': 0.12731794}]",['burrito']
Burritos - Sant Pere,very good price quality. every time i go to bcn we go.,"[{'label': 'positive', 'score': 0.94596696}, {'label': 'neutral', 'score': 0.048442844}, {'label': 'negative', 'score': 0.005590133}]",['price quality']
Burritos - Sant Pere,"well.. not bad, for a quick meal, but ive eaten better. ingredients over done, so hardly any structure left","[{'label': 'positive', 'score': 0.6810505}, {'label': 'neutral', 'score': 0.2688544}, {'label': 'negative', 'score': 0.05009513}]",[]
Burritos - Sant Pere,"you can also eat burritos and tacos. if you are confident in your spanish, choose from a variety of foods. if youre not confident, you can easily order a burrito with predetermined fillings. this time i ordered the burrito barcelona. it had a variety of ingredients, and the sauce was a little spicy, but not extremely spicy. there are many tables inside the restaurant, so i think its a good place to have a casual meal.","[{'label': 'neutral', 'score': 0.5478241}, {'label': 'positive', 'score': 0.44267532}, {'label': 'negative', 'score': 0.00950059}]","['celona', 'burrito']"
Burritos - Sant Pere,"fabulous burritos! i havent had a burrito made this well in a long time. tasty meat and lots of choice of ingredients, friendly staff. half mandatory","[{'label': 'positive', 'score': 0.9864114}, {'label': 'neutral', 'score': 0.00903109}, {'label': 'negative', 'score': 0.004557565}]",[]
Burritos - Sant Pere,"we ate the veggie burritos and the truth is, they were very tasteless, we were not very satisfied","[{'label': 'negative', 'score': 0.91412324}, {'label': 'neutral', 'score': 0.07854741}, {'label': 'positive', 'score': 0.0073293787}]",['veggie burritos']
Burritos - Sant Pere,this is it. this is the spot. we lucked out with our air bnb being so close to this restaurant. delicious burritos and quesadillas. highly recommend.,"[{'label': 'positive', 'score': 0.98717207}, {'label': 'neutral', 'score': 0.009571316}, {'label': 'negative', 'score': 0.0032566674}]","['burritos', 'quesadillas', 'air bnb']"
Burritos - Sant Pere,i loved the empanadas!!! and the tartar sauce,"[{'label': 'positive', 'score': 0.9859272}, {'label': 'neutral', 'score': 0.010728964}, {'label': 'negative', 'score': 0.0033437612}]","['tartar sauce', 'empanadas']"
Burritos - Sant Pere,"1st: the food is the best in mexican food, you will surely enjoy each bite 2nd: staff spoke good english and is very attentive 3rd: the atmosphere is very nice","[{'label': 'positive', 'score': 0.9858429}, {'label': 'neutral', 'score': 0.010767035}, {'label': 'negative', 'score': 0.0033900875}]",['mexican food']
Burritos - Sant Pere,"the serving concept and the staffs were nice. to be honest, our expectations were more for burrito. however, it could be tried. (it was the first time we tried burrito.)","[{'label': 'positive', 'score': 0.9421769}, {'label': 'neutral', 'score': 0.051728606}, {'label': 'negative', 'score': 0.0060945177}]","['serving concept', 'bur']"
Burritos - Sant Pere,chef ali was awesome!,"[{'label': 'positive', 'score': 0.9879011}, {'label': 'neutral', 'score': 0.008594278}, {'label': 'negative', 'score': 0.0035046067}]",[]
Burritos - Sant Pere,chef ali - the best,"[{'label': 'positive', 'score': 0.97212213}, {'label': 'neutral', 'score': 0.02348859}, {'label': 'negative', 'score': 0.004389301}]",[]
Burritos - Sant Pere,excellent burritos!,"[{'label': 'positive', 'score': 0.97532403}, {'label': 'neutral', 'score': 0.020285904}, {'label': 'negative', 'score': 0.0043900423}]",['burritos']
Burritos - Sant Pere,"we usually go and order delivery but the last 2 times it has been fatal, i ordered carnitas and it had no flavor and it wasnt even crumbled. unfortunately they have lowered the quality and i dont think i will order more...","[{'label': 'negative', 'score': 0.92546254}, {'label': 'neutral', 'score': 0.06871521}, {'label': 'positive', 'score': 0.005822275}]",['carnitas']
Burritos - Sant Pere,"great place if you want to have something fast but at the same time very tasty! i appreciate they have vegetarian options as well. all the ingredients they used were fresh and of good quality. the tortilla was good and held everything together perfectly. the service was very fast. there are a few places to sit inside or outside. everything just perfect! vegetarian options: they have vegetarian options, you can also select which ingredients you want or not.","[{'label': 'positive', 'score': 0.9802147}, {'label': 'neutral', 'score': 0.016224978}, {'label': 'negative', 'score': 0.0035603382}]","['vegetarian options', 'tortilla']"
Burritos - Sant Pere,wow! the best empanadas and tequenos i have tried in barcelona. highly recommended and the service has been excellent. wow! best venezuelan empanadas i had in barcelona! amazing service and prices are reasonable. highly recommended,"[{'label': 'positive', 'score': 0.9882863}, {'label': 'neutral', 'score': 0.008283927}, {'label': 'negative', 'score': 0.0034297307}]",['venezuelan empanadas']
Burritos - Sant Pere,"the ingredients didn t taste very fresh and didn t have much flavor in general. had a bland burrito with old, dry rice for  8.50. there aren t many places to sit inside so keep in mind it might be hard to find a table during lunch. the service was friendly and helpful.","[{'label': 'negative', 'score': 0.8684023}, {'label': 'neutral', 'score': 0.118849225}, {'label': 'positive', 'score': 0.012748487}]",[]
Burritos - Sant Pere,"the customer service is fast and excellent, i have seen that they serve in multiple languages and very fluently, the food is delicious and the burritos are very filling, the money is well spent. and even though i like the atmosphere in the restaurant, the bathrooms are very dirty and poorly maintained.","[{'label': 'positive', 'score': 0.96167266}, {'label': 'neutral', 'score': 0.025898209}, {'label': 'negative', 'score': 0.012429133}]","['customer service', 'os']"
Burritos - Sant Pere,overpriced for the average place. uncomfortable sittings inside.,"[{'label': 'negative', 'score': 0.86962795}, {'label': 'neutral', 'score': 0.12046388}, {'label': 'positive', 'score': 0.009908101}]",[]
Burritos - Sant Pere,"chef ali made us feel welcome and he makes the best food! we would definitely come back, the food was fresh and delicious! so many choices to customize your bowl!","[{'label': 'positive', 'score': 0.9876351}, {'label': 'neutral', 'score': 0.008830219}, {'label': 'negative', 'score': 0.0035347005}]",[]
Burritos - Sant Pere,"the truth is that i have come several times, but i was dissatisfied because the girl who served me gave me a very small portion compared to the previous ones, my husband bought another one just like it and the boy doubled the portion they gave me, so it means that the portion goes according to the person who serves you.","[{'label': 'negative', 'score': 0.6776721}, {'label': 'neutral', 'score': 0.30208337}, {'label': 'positive', 'score': 0.020244613}]",[]
Burritos - Sant Pere,"it is the third time i have come with my wife, but this time it was terrible, the girl who served us had a very bad face, she gave minimal portions, i would not have that girl serve me again.","[{'label': 'negative', 'score': 0.95266}, {'label': 'neutral', 'score': 0.041663587}, {'label': 'positive', 'score': 0.0056763184}]",[]
Burritos - Sant Pere,lovely !!,"[{'label': 'positive', 'score': 0.96979403}, {'label': 'neutral', 'score': 0.023208544}, {'label': 'negative', 'score': 0.0069974624}]",[]
Burritos - Sant Pere,"great food, very nice and helpful staff, everything was served fresh and quickly. a great place on the map of barcelona","[{'label': 'positive', 'score': 0.9864178}, {'label': 'neutral', 'score': 0.009749521}, {'label': 'negative', 'score': 0.0038327659}]",[]
Burritos - Sant Pere,i recommend the burrito as it has a lot of portions.,"[{'label': 'positive', 'score': 0.92128384}, {'label': 'neutral', 'score': 0.07485059}, {'label': 'negative', 'score': 0.0038655424}]",['burrito']
Burritos - Sant Pere,"i love it, i still go regularly even though they have raised the price several times in recent years, going from 6.50 to 8.50 burrito in 2 years, i still think it is worth it and that it is a very good place to go to eat, the ingredients they are fresh and super good and the workers are always very cool and treat you great, almost every week i come to eat here ( ^ ^)","[{'label': 'positive', 'score': 0.9753513}, {'label': 'neutral', 'score': 0.020005126}, {'label': 'negative', 'score': 0.004643574}]",[]
Burritos - Sant Pere,mexican food almost never fails. its delicious. i drank three beers hehe,"[{'label': 'positive', 'score': 0.98892456}, {'label': 'neutral', 'score': 0.007955301}, {'label': 'negative', 'score': 0.00312016}]",['mexican food']
Arcano Restaurant,spectacular   the food and service. we only ordered several starters and everything is delicious.,"[{'label': 'positive', 'score': 0.9879689}, {'label': 'neutral', 'score': 0.008681921}, {'label': 'negative', 'score': 0.0033491235}]",[]
Arcano Restaurant,delicieux !,"[{'label': 'positive', 'score': 0.8189608}, {'label': 'neutral', 'score': 0.17355564}, {'label': 'negative', 'score': 0.0074835876}]",[]
Arcano Restaurant,they are super strong bravo,"[{'label': 'positive', 'score': 0.9648363}, {'label': 'neutral', 'score': 0.029150456}, {'label': 'negative', 'score': 0.0060132365}]",[]
Arcano Restaurant,excellent service and food! i would repeat without a doubt,"[{'label': 'positive', 'score': 0.9818927}, {'label': 'neutral', 'score': 0.0128119625}, {'label': 'negative', 'score': 0.005295277}]",[]
Arcano Restaurant,some of the best salmon i ve had. make reservations.,"[{'label': 'positive', 'score': 0.95360255}, {'label': 'neutral', 'score': 0.034604706}, {'label': 'negative', 'score': 0.011792726}]",[]
Arcano Restaurant,"both the argentina s steak and the tuna tatami were top notch. super happy to have found a resteraunt in the neighbourhood that has such delicious food! the ambiance is cozy, enigmatic and the service friendly. recommended!","[{'label': 'positive', 'score': 0.98860055}, {'label': 'neutral', 'score': 0.008312911}, {'label': 'negative', 'score': 0.003086573}]","['resteraunt', 'arg', 'tuna tatami']"
Arcano Restaurant,we had a very enjoyable evening with delicious food.  the portions were large! i would have enjoyed the tasting menu but was advised that it would have been a challenge! the staff are a great team and their pride and commitment to their work shines through. highly recommend! vegetarian options: the vegetable starter with romesco sauce was delicious.  i would have enjoyed more of the sauce!,"[{'label': 'positive', 'score': 0.98782945}, {'label': 'neutral', 'score': 0.008886823}, {'label': 'negative', 'score': 0.0032837158}]","['romesco sauce', 'tasting menu', 'vegetarian options', 'vegetable starter']"
Arcano Restaurant,"we did a tasting menu and everything was very good! the waiters are also very good. maybe a little slow between dishes, it is to go without rushing. good experience","[{'label': 'positive', 'score': 0.9797177}, {'label': 'neutral', 'score': 0.015916975}, {'label': 'negative', 'score': 0.0043653995}]","['tasting menu', 'waiters']"
Arcano Restaurant,"everything about our dinner there was excellent! specifically want to applaud our waiter carlos - the attention and service really stood out. we had the tasting menu and every course was truly delicious, and the proposed wine pairing - delightful!","[{'label': 'positive', 'score': 0.99029607}, {'label': 'neutral', 'score': 0.0064063896}, {'label': 'negative', 'score': 0.003297527}]","['waiter', 'tasting menu', 'wine pairing']"
Arcano Restaurant,tres tres bonne,"[{'label': 'neutral', 'score': 0.81741166}, {'label': 'positive', 'score': 0.11508278}, {'label': 'negative', 'score': 0.06750557}]",[]
Arcano Restaurant,"fantastic place, really nice experience","[{'label': 'positive', 'score': 0.9830315}, {'label': 'neutral', 'score': 0.011030028}, {'label': 'negative', 'score': 0.005938491}]",[]
Arcano Restaurant,cozy walled place with a very good atmosphere. they treated us wonderfully and the food was delicious. extensive wine list for all budgets. recommendable!!,"[{'label': 'positive', 'score': 0.988992}, {'label': 'neutral', 'score': 0.007900226}, {'label': 'negative', 'score': 0.0031078607}]",['wine list']
Arcano Restaurant,"it was a suitable restaurant to spend our last evening in barcelona. the food, wine and atmosphere were all good. and he was kind. also, being able to have dinner starting at 6:30 was an advantage for tourists.","[{'label': 'positive', 'score': 0.9741856}, {'label': 'neutral', 'score': 0.02239204}, {'label': 'negative', 'score': 0.003422359}]",[]
Arcano Restaurant,"superb restaurant.  went with my family while visiting barcelona.  everything was good.  on the higher end budget wise (ended up being $50 usd per person for food, drinks, and dessert) but not outrageous.  definitely worth it.","[{'label': 'positive', 'score': 0.9795757}, {'label': 'neutral', 'score': 0.015928669}, {'label': 'negative', 'score': 0.004495639}]",['budget']
Arcano Restaurant,great service. the location was very cozy and intimate. and the food couldn t have been better. and kudos to faris as our server. he was super nice and was tentative.,"[{'label': 'positive', 'score': 0.9852387}, {'label': 'neutral', 'score': 0.009906505}, {'label': 'negative', 'score': 0.0048547457}]",[]
Arcano Restaurant,"everything perfect, very friendly staff delicious food i recommend it","[{'label': 'positive', 'score': 0.98577195}, {'label': 'neutral', 'score': 0.008854792}, {'label': 'negative', 'score': 0.0053731776}]",[]
Arcano Restaurant,"feris was an incredible waiter, he made us have a very pleasant time","[{'label': 'positive', 'score': 0.98385113}, {'label': 'neutral', 'score': 0.011044205}, {'label': 'negative', 'score': 0.0051046927}]","['waiter', 'feris']"
Arcano Restaurant,"food, service and atmosphere is 5 stars.","[{'label': 'positive', 'score': 0.95338017}, {'label': 'neutral', 'score': 0.03931782}, {'label': 'negative', 'score': 0.007302078}]",[]
Arcano Restaurant,"we went for dinner at the end of february over our weekend getaway, and the restaurant exceeded my expectations! i am rather picky about the food, and there was no restaurant that made me go wow, but arcano surely did! we ordered the 3rd tasting menu for the table and the food was 11/10! truly no complaints. our waiter marcel, was also so friendly and professional, it made the whole experience so great. the interior design is amazing, and definitely giving off late 17th century vibes! there was even a small power outrage, but they handled it so professionally and humorously, that it actually benefited the experience. i am already telling everyone i know about them lol. we will definitely return, if not for barcelona, for arcano for sure! thank you, arcano team!","[{'label': 'positive', 'score': 0.98027647}, {'label': 'neutral', 'score': 0.01641042}, {'label': 'negative', 'score': 0.0033131011}]",['interior design']
Arcano Restaurant,"que decir?! todo bien muchas gracias a usted tres belle endroit, tres belle ambiance et par dessus tout la cuisine etait parfaite, les viandes et le vin etaient delicieux. je recommande","[{'label': 'neutral', 'score': 0.54228556}, {'label': 'positive', 'score': 0.42890587}, {'label': 'negative', 'score': 0.028808556}]","['cuisine', 'usted']"
Arcano Restaurant,delicious food. i arrived without a reservation and by pure luck there was a spot available. i ordered the sirloin with cheese sauce and it was crazy.,"[{'label': 'positive', 'score': 0.9798685}, {'label': 'neutral', 'score': 0.016762326}, {'label': 'negative', 'score': 0.0033691684}]","['sirloin', 'cheese sauce']"
Arcano Restaurant,"in general i have to say that it was a good experience. the place has a good design, the atmosphere seemed very touristy and the tables were quite close together but the flavor of each dish made up for it. the two waiters were friendly and very correct. we took the  38 tasting menu, i positively highlighted the spectacular sausage with mushrooms and the cuttlefish croquettes were very good, the cod to my taste was fine, nothing more, and the cheese cake is not what i expected, the acidity of the red fruits is they carried all the flavor of the cheese, maybe its the intention, i dont know. we had a nice evening and i recommend it.","[{'label': 'positive', 'score': 0.9502134}, {'label': 'neutral', 'score': 0.04033749}, {'label': 'negative', 'score': 0.009449191}]","['cheese cake', 'sausage', 'cuttlefish croquettes', 'wait', 'cod', 'tasting']"
Arcano Restaurant,"restaurant with a cozy atmosphere, a little dark, with a quality product and with simple but very successful preparation. the meats stand out, which i think should be served without mixing sauces, grilled and which can be tasted on the menu or on the menu. there are three tasting menus,  38.48.58, without drink, with four starters to share and a second to choose from, dessert included. friendly, quick and professional service. a good place price between  40-60.","[{'label': 'positive', 'score': 0.911612}, {'label': 'neutral', 'score': 0.08397901}, {'label': 'negative', 'score': 0.004408953}]",['tasting']
Arcano Restaurant,"what an exceptional experience! the service was fantastic - we missed our reservation by about 20 minutes, but they were able to accommodate us. we started with the truffle egg, pan con tomate, and fresh tomatoes and olives. it was a very fresh start to the meal. the truffle egg was our favorite the truffle flavor was subtle but noticeable, and it was even better with a bit of fresh bread. we ordered the argentinian skirt steak, the sirloin, and the tuna. alongside, we got two sides of vegetables and mashed potatoes. the steaks were perfectly cooked and lightly seasoned. we ordered truffle sauce on the side and it complemented the steak, vegetables, and potatoes. the tuna was beautifully prepared, and the sesame sear added texture and flavor. everything was so simple but so well prepared and extremely satisfying. i wish we lived locally so we could visit more often!","[{'label': 'positive', 'score': 0.9817886}, {'label': 'neutral', 'score': 0.015575041}, {'label': 'negative', 'score': 0.002636305}]","['truffle flavor', 'fresh tomatoes', 'sesame sear', 'potatoes', 'pan con tomate', 'mashed potatoes', 'truffle egg', 'tuna', 'truffle sauce', 'sirloin', 'argentinian skirt steak']"
Arcano Restaurant,"very nice place in the heart of one of the tourist areas of barcelona. delicious food, interesting architecture, good service. portions a little small for the price, but good flavor.","[{'label': 'positive', 'score': 0.985335}, {'label': 'neutral', 'score': 0.011496745}, {'label': 'negative', 'score': 0.0031683042}]","['barcelona', 'tourist areas']"
Arcano Restaurant,"a place to enjoy. the atmosphere was a plus. kind waiters, good service and the food was delicious","[{'label': 'positive', 'score': 0.9851564}, {'label': 'neutral', 'score': 0.011649634}, {'label': 'negative', 'score': 0.0031939894}]","['food', 'waiters']"
Arcano Restaurant,"this place is a must go while in barcelona! the food is deltas so many vegan options! as a vegan i was skeptical looking at the menu at first glance, but our waiter, leonardo, gave several recommendations that were vegan friendly! i highly highly highly recommend this place and ask for leonardo! he was an amazing waiter. he gave fantastic recommendations, was friendly, and when we wanted more wine or added items to our order he quickly submitted the tickets to the kitchen! the food was delicious and the wine list was amazing and affordable! i had the artichoke ravioli with a coconut curry sauce and a veggie plate! my husband had steak! all so yummy!","[{'label': 'positive', 'score': 0.983898}, {'label': 'neutral', 'score': 0.01320156}, {'label': 'negative', 'score': 0.002900497}]","['veggie plate', 'wine list', 'coconut curry sauce', 'artichoke ravioli']"
Arcano Restaurant,"all very good. the price is a bit expensive, but it is already known that the area where the restaurant is located has this handicap.","[{'label': 'positive', 'score': 0.5845877}, {'label': 'neutral', 'score': 0.33571437}, {'label': 'negative', 'score': 0.079697944}]",[]
Arcano Restaurant,"we had a great time, food was good, hospitality was excellent, our waiter was knowledgeable","[{'label': 'positive', 'score': 0.9883002}, {'label': 'neutral', 'score': 0.007939048}, {'label': 'negative', 'score': 0.0037607783}]",['hospitality']
Arcano Restaurant,"i dont often leave reviews, but im posting this to share great restaurants with everyone. its really delicious and the service is great. even though i didnt make a reservation, i waited and went in. i always ordered octopus whenever i came to spain, and i can say that it was by far the best. be sure to order it john is kind and nice te quiero","[{'label': 'positive', 'score': 0.97866553}, {'label': 'neutral', 'score': 0.016424455}, {'label': 'negative', 'score': 0.0049100085}]",['octopus']
Arcano Restaurant,john was fabulous. he was very nice and took care of us nicely!! it was the best night in barcelona! hola! food,"[{'label': 'positive', 'score': 0.99039173}, {'label': 'neutral', 'score': 0.0062806746}, {'label': 'negative', 'score': 0.0033275501}]",['john']
Arcano Restaurant,lovely we appreciate the service from fares he is amazing,"[{'label': 'positive', 'score': 0.9839612}, {'label': 'neutral', 'score': 0.011560872}, {'label': 'negative', 'score': 0.0044779386}]",[]
