place_name,text,sentiment,key_phrases
Bar Cap Problema, incredible! first time not the last!,"[{'label': 'positive', 'score': 0.97140366}, {'label': 'neutral', 'score': 0.021417987}, {'label': 'negative', 'score': 0.007178327}]",[]
Bar Cap Problema," what a skewer sandwich, the best sandwich i have had so far in 2020","[{'label': 'positive', 'score': 0.98346967}, {'label': 'neutral', 'score': 0.010937183}, {'label': 'negative', 'score': 0.0055931765}]",[]
Bar Cap Problema," good atmosphere, good food and good price... what else?","[{'label': 'positive', 'score': 0.920947}, {'label': 'neutral', 'score': 0.07212314}, {'label': 'negative', 'score': 0.0069298455}]",[]
Bar Cap Problema, magnificent food and attention,"[{'label': 'positive', 'score': 0.9429934}, {'label': 'neutral', 'score': 0.049451802}, {'label': 'negative', 'score': 0.007554753}]",[]
Bar Cap Problema, the best sandwiches in poblenou!,"[{'label': 'positive', 'score': 0.97664577}, {'label': 'neutral', 'score': 0.019559253}, {'label': 'negative', 'score': 0.0037949847}]",['sandwiches']
Bar Cap Problema, attention to the moment and of great quality,"[{'label': 'positive', 'score': 0.92837405}, {'label': 'neutral', 'score': 0.06520826}, {'label': 'negative', 'score': 0.0064176247}]",[]
Bar Cap Problema, best sandwiches in barcelona cooked by yan,"[{'label': 'positive', 'score': 0.8787609}, {'label': 'neutral', 'score': 0.11464345}, {'label': 'negative', 'score': 0.006595711}]",['sandwiches']
Bar Cap Problema, super sandwiches and smiles from this girl who is a cooking machine,"[{'label': 'positive', 'score': 0.98551047}, {'label': 'neutral', 'score': 0.010225054}, {'label': 'negative', 'score': 0.0042644874}]",[]
Bar Cap Problema, very good treatment..good sandwiches,"[{'label': 'positive', 'score': 0.95352626}, {'label': 'neutral', 'score': 0.036757838}, {'label': 'negative', 'score': 0.009715876}]",['sandwiches']
Bar Cap Problema, the service is friendly but the coffee is hell,"[{'label': 'negative', 'score': 0.754034}, {'label': 'neutral', 'score': 0.17804714}, {'label': 'positive', 'score': 0.06791884}]",[]
Bar Cap Problema, excellent sandwiches and good coffee,"[{'label': 'positive', 'score': 0.96882486}, {'label': 'neutral', 'score': 0.024658373}, {'label': 'negative', 'score': 0.0065167067}]","['sandwiches', 'coffee']"
Bar Cap Problema, the noodles are delicious!,"[{'label': 'positive', 'score': 0.98051065}, {'label': 'neutral', 'score': 0.015664391}, {'label': 'negative', 'score': 0.0038249583}]",[]
Bar Cap Problema, excellent in every way,"[{'label': 'positive', 'score': 0.9600799}, {'label': 'neutral', 'score': 0.029028505}, {'label': 'negative', 'score': 0.010891561}]",[]
Bar Cap Problema, the best sandwiches in barcelona.,"[{'label': 'positive', 'score': 0.9527295}, {'label': 'neutral', 'score': 0.040166683}, {'label': 'negative', 'score': 0.007103817}]",['sandwiches']
Bar Cap Problema, sandwiches of 10!!!!!,"[{'label': 'positive', 'score': 0.7606929}, {'label': 'neutral', 'score': 0.23103987}, {'label': 'negative', 'score': 0.00826725}]",[]
Bar Cap Problema, the best sandwiches in the neighborhood.,"[{'label': 'positive', 'score': 0.9637726}, {'label': 'neutral', 'score': 0.03136111}, {'label': 'negative', 'score': 0.004866373}]",[]
Bar Cap Problema, the best bikinis and sandwiches,"[{'label': 'positive', 'score': 0.97195995}, {'label': 'neutral', 'score': 0.021373408}, {'label': 'negative', 'score': 0.006666639}]","['sandwiches', 'bikinis']"
Bar Cap Problema, great snacks!,"[{'label': 'positive', 'score': 0.97290605}, {'label': 'neutral', 'score': 0.020455847}, {'label': 'negative', 'score': 0.006638079}]",['snacks']
Bar Cap Problema, best sandwiches in barcelona!,"[{'label': 'positive', 'score': 0.97323483}, {'label': 'neutral', 'score': 0.023780124}, {'label': 'negative', 'score': 0.002985012}]",['sandwiches']
Bar Cap Problema, chinese bar. good service,"[{'label': 'positive', 'score': 0.9592465}, {'label': 'neutral', 'score': 0.036386155}, {'label': 'negative', 'score': 0.004367286}]",[]
Bar Cap Problema, yan's super snacks.,"[{'label': 'positive', 'score': 0.64391977}, {'label': 'neutral', 'score': 0.3490386}, {'label': 'negative', 'score': 0.0070416485}]",[]
Bar Cap Problema, very nice,"[{'label': 'positive', 'score': 0.930981}, {'label': 'neutral', 'score': 0.050204866}, {'label': 'negative', 'score': 0.018814173}]",[]
Bar Cap Problema, fast and pleasant,"[{'label': 'positive', 'score': 0.9414401}, {'label': 'neutral', 'score': 0.049398087}, {'label': 'negative', 'score': 0.009161792}]",[]
Bar Cap Problema, excellent care,"[{'label': 'positive', 'score': 0.88939184}, {'label': 'neutral', 'score': 0.07703369}, {'label': 'negative', 'score': 0.03357445}]",[]
Bar Cap Problema, the sandwiches 10/10,"[{'label': 'positive', 'score': 0.9496093}, {'label': 'neutral', 'score': 0.043546803}, {'label': 'negative', 'score': 0.0068438826}]",['sandwiches']
Bar Cap Problema, good,"[{'label': 'positive', 'score': 0.7140264}, {'label': 'neutral', 'score': 0.23267731}, {'label': 'negative', 'score': 0.053296294}]",[]
Bar Cap Problema, excellent sandwiches!!!,"[{'label': 'positive', 'score': 0.97945476}, {'label': 'neutral', 'score': 0.015855717}, {'label': 'negative', 'score': 0.0046894737}]",['sandwiches']
Bar Cap Problema, good sandwiches,"[{'label': 'positive', 'score': 0.777249}, {'label': 'neutral', 'score': 0.19421755}, {'label': 'negative', 'score': 0.028533509}]",['sandwiches']
Bar Cap Problema, i love,"[{'label': 'positive', 'score': 0.8497111}, {'label': 'neutral', 'score': 0.124320865}, {'label': 'negative', 'score': 0.025968049}]",[]
Bar Xavi,bar de barrio. a precios buenos,"[{'label': 'neutral', 'score': 0.784452}, {'label': 'positive', 'score': 0.19636962}, {'label': 'negative', 'score': 0.019178428}]",['cios']
Bar Xavi,sencillo pero efectivo: buenos bocadillos y personal muy majo.,"[{'label': 'neutral', 'score': 0.7492605}, {'label': 'positive', 'score': 0.23459287}, {'label': 'negative', 'score': 0.016146602}]",[]
Bar Xavi,"1,70eur la estrella. de chinos. tv grande.","[{'label': 'neutral', 'score': 0.7903842}, {'label': 'positive', 'score': 0.18441635}, {'label': 'negative', 'score': 0.025199478}]",[]
Bar Xavi,un sitio que recomiendo de poble nou,"[{'label': 'neutral', 'score': 0.81657064}, {'label': 'positive', 'score': 0.102164276}, {'label': 'negative', 'score': 0.08126512}]",['poble nou']
Bar Xavi,pequeño bar de barrio.,"[{'label': 'neutral', 'score': 0.88295895}, {'label': 'positive', 'score': 0.09617716}, {'label': 'negative', 'score': 0.020863963}]","['pe', 'ño bar']"
SIDONIE - El pitjor bar del Món (El peor bar del Mundo),"small, cheap, no toilet paper & can't lock the doors. nights of sidonie > knights of cydonia and i really like that song.","[{'label': 'positive', 'score': 0.80972815}, {'label': 'neutral', 'score': 0.16849938}, {'label': 'negative', 'score': 0.021772483}]",['cy']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo),its okay,"[{'label': 'positive', 'score': 0.47579983}, {'label': 'neutral', 'score': 0.4465299}, {'label': 'negative', 'score': 0.07767023}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," they are unpresentable, the place becomes empty and they don't let you in, you go to consume and buy and people pass by and even the doorman says: why is this guy coming in?15 people come out, and they don't let two in... the waitresses at the bar do nothing and don't let you in... you come from afar to visit the bar and you leave without being able to get in... it's a shame... .","[{'label': 'negative', 'score': 0.8788194}, {'label': 'neutral', 'score': 0.11500088}, {'label': 'positive', 'score': 0.0061796997}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," cheap place, where you can go before the concerts or after them. on its walls there are instruments, vinyl, cds... from groups that have stopped by there and wanted to sign things. recommendable.","[{'label': 'positive', 'score': 0.7775299}, {'label': 'neutral', 'score': 0.21603201}, {'label': 'negative', 'score': 0.006438109}]",['vinyl']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), a very correct place to have a bite to eat before or after a concert. the decoration and the atmosphere make you “warm up your engines” if you go to razzamatazz.,"[{'label': 'positive', 'score': 0.77983433}, {'label': 'neutral', 'score': 0.2107343}, {'label': 'negative', 'score': 0.009431363}]",['razzamatazz']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," a place with good service but it was full of people, where it was impossible to be because the noise was immense and we could barely move inside the establishment!it's next to a well-known nightclub in barcelona, ​​a good bar to hang out with friends, even if it's on the street if it's full!","[{'label': 'positive', 'score': 0.75938356}, {'label': 'neutral', 'score': 0.18866861}, {'label': 'negative', 'score': 0.051947877}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," the name says it all, pathetic, at closing time they throw you out reluctantly without any politeness, they threw the drink we were finishing on the floor and in bad manners, grabbing your hand to forcibly remove it. the waitress and the ""security guy"" should not be allowed to work in front of the public. obviously it is understood that there is a schedule and laws regarding the consumption of drinks, but attacking you to kick you is pathetic.totally another marina bar that has gone to waste li","[{'label': 'negative', 'score': 0.9159117}, {'label': 'neutral', 'score': 0.078707956}, {'label': 'positive', 'score': 0.0053803325}]","['security', 'marina bar', 'waitress']"
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), great bar dedicated to one of my favorite bands,"[{'label': 'positive', 'score': 0.98617804}, {'label': 'neutral', 'score': 0.011093281}, {'label': 'negative', 'score': 0.0027286827}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), the name does it justice.more than 30 minutes to order a drink.it would be nice if there were two waiters,"[{'label': 'neutral', 'score': 0.52737623}, {'label': 'positive', 'score': 0.26693422}, {'label': 'negative', 'score': 0.20568953}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," the waiters are the best in the place. good music, variety of drinks and great location.","[{'label': 'positive', 'score': 0.9848822}, {'label': 'neutral', 'score': 0.01090851}, {'label': 'negative', 'score': 0.004209297}]",['music']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," the name is literally the worst bar in the world. they are misogynists, homophobes and troglodytes!! in fact, i'm on my way to report them...","[{'label': 'negative', 'score': 0.956569}, {'label': 'neutral', 'score': 0.03824738}, {'label': 'positive', 'score': 0.0051836846}]","['troglodytes', 'homophobes', 'misogynists']"
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), good place to have some calm before going to party nearby,"[{'label': 'positive', 'score': 0.54010224}, {'label': 'neutral', 'score': 0.4459102}, {'label': 'negative', 'score': 0.013987588}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), what they save on chairs. there is no music. the tables are disgusting.,"[{'label': 'negative', 'score': 0.9299224}, {'label': 'neutral', 'score': 0.06233546}, {'label': 'positive', 'score': 0.0077421656}]",['chairs']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," the name is really true: it is the worst bar in the world. of course, hotel prices: 8 euros for a gin. i will not come back. to make matters worse, they use plastic cups. either they don't know about climate change, or saving, or both.","[{'label': 'negative', 'score': 0.95739764}, {'label': 'neutral', 'score': 0.037376944}, {'label': 'positive', 'score': 0.0052254437}]",['hotel prices']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," good prices, cubalitros at 5e, small place, but well distributed, very well decorated with cds and records signed by different artists, good atmosphere, fast despite the amount of people.","[{'label': 'positive', 'score': 0.9637565}, {'label': 'neutral', 'score': 0.032947056}, {'label': 'negative', 'score': 0.0032963753}]",['cubalitros']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," site with a lot of artistic material, but i expected music according to the level they have on their walls. but all night i only heard one song from one of those groups. a shame since people who love both groups were hoping to hear their songs there.","[{'label': 'negative', 'score': 0.6140146}, {'label': 'neutral', 'score': 0.34079126}, {'label': 'positive', 'score': 0.04519414}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," bar for people up to 25 years old, who don't suffer from sitting on a crate of beer. very cheap prices. the guy at the bar deserves an award, he was alone serving everyone","[{'label': 'positive', 'score': 0.8438791}, {'label': 'neutral', 'score': 0.13464516}, {'label': 'negative', 'score': 0.02147574}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," his name says it all. as soon as you enter, a smell of urine and humidity makes you die. and obviously people come in because of the prices, because the quality of the alcohol is quite dubious, and i won't even tell you about the mixes. instead of seven up, they give you something with a minty touch. oh and the sink without a door hahaha. i hope there is no health inspection.","[{'label': 'negative', 'score': 0.8831515}, {'label': 'neutral', 'score': 0.1038502}, {'label': 'positive', 'score': 0.012998358}]","['alcohol', 'health inspection']"
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," a lot of nose. indoor bottle. plastic glasses, boxes of beer to sit on, cubaliliters as the star service and the music, which would be the attraction, is an indecipherable ball. and club prices. sidonie? nodonie!","[{'label': 'neutral', 'score': 0.45953393}, {'label': 'negative', 'score': 0.4595194}, {'label': 'positive', 'score': 0.0809467}]","['plastic glasses', 'club prices', 'indoor bottle']"
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," good bar, tastefully decorated and with super competitive prices. it's worth going with large groups, 4 to 8, but it fills up very, very quickly. the toilets are a real disaster, they need to be renovated. the clerk spoke catalan.","[{'label': 'positive', 'score': 0.7432175}, {'label': 'neutral', 'score': 0.15461768}, {'label': 'negative', 'score': 0.10216476}]",['toilets']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," it's a good bar to have a drink before going out to razz, but it's usually very crowded and the bar is understaffed.","[{'label': 'neutral', 'score': 0.51945806}, {'label': 'negative', 'score': 0.31490532}, {'label': 'positive', 'score': 0.1656366}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), liter cocktailsexcellent value for money,"[{'label': 'positive', 'score': 0.7942697}, {'label': 'neutral', 'score': 0.17552608}, {'label': 'negative', 'score': 0.030204164}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," a legendary bar, which has lost part of its charm. but it is still a good option for concert previews.","[{'label': 'positive', 'score': 0.5146629}, {'label': 'neutral', 'score': 0.4379058}, {'label': 'negative', 'score': 0.04743126}]",['concert previews']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), place to have a drink before entering the razzmatazz room. very economical. particular site,"[{'label': 'positive', 'score': 0.8232414}, {'label': 'neutral', 'score': 0.1721281}, {'label': 'negative', 'score': 0.004630459}]",['razzmatazz room']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), he's not the worst but kindness is not his strong point.,"[{'label': 'negative', 'score': 0.7570816}, {'label': 'neutral', 'score': 0.22647241}, {'label': 'positive', 'score': 0.016446017}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," small but very good and very well decorated and there is usually little queue to enter, plus there is a food place next door and if you want to have dinner it leaves you next to it","[{'label': 'positive', 'score': 0.92222494}, {'label': 'neutral', 'score': 0.07244566}, {'label': 'negative', 'score': 0.0053293356}]",['food place']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," very cheap cigars, good music. yes, 90% of the guys who attend are idiots who ruin your night by saying bullshit.","[{'label': 'negative', 'score': 0.7937924}, {'label': 'neutral', 'score': 0.14051586}, {'label': 'positive', 'score': 0.06569172}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," i just arrived and google says that on wednesdays from 10:30 p.m. they are open, because nothing is closed and it marks as if it were open...bad for that management.","[{'label': 'negative', 'score': 0.66193163}, {'label': 'neutral', 'score': 0.3140769}, {'label': 'positive', 'score': 0.023991505}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," good atmosphere, but very expensive drinks.","[{'label': 'negative', 'score': 0.46696386}, {'label': 'neutral', 'score': 0.3612784}, {'label': 'positive', 'score': 0.17175765}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), it is impossible to give a bad rating to a place where they play indie music and have an entire showcase dedicated to love of lesbian.,"[{'label': 'neutral', 'score': 0.5458204}, {'label': 'negative', 'score': 0.31388798}, {'label': 'positive', 'score': 0.14029156}]",['indie music']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," magnificent. the good vibes, the cheap beer and the good service. the worst bar in the world!","[{'label': 'positive', 'score': 0.46314943}, {'label': 'negative', 'score': 0.3605447}, {'label': 'neutral', 'score': 0.17630586}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), it's the worst bar in the world but it didn't disappoint me.,"[{'label': 'negative', 'score': 0.89274377}, {'label': 'neutral', 'score': 0.08625453}, {'label': 'positive', 'score': 0.021001698}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), what bar pepe was... you always have to do there before the razz!,"[{'label': 'neutral', 'score': 0.7204914}, {'label': 'positive', 'score': 0.24343261}, {'label': 'negative', 'score': 0.036075953}]",['bar pepe']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," the decoration of the bar is incredible. also right next to razz, with very good treatment and the best prices in the area!👍","[{'label': 'positive', 'score': 0.98556846}, {'label': 'neutral', 'score': 0.0101269}, {'label': 'negative', 'score': 0.0043046013}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), economical prices and a wide variety of shots. guaranteed party. they also have a small museum dedicated to music!!! 😊🍻🎸🎼,"[{'label': 'positive', 'score': 0.9772963}, {'label': 'neutral', 'score': 0.021247968}, {'label': 'negative', 'score': 0.0014557269}]","['economical prices', 'music', 'guaranteed party']"
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," mythical place, museum with a lot of projection, with objects, records and other artists who visit the area, located at the exit door of the musicians and singers of the razzmatazz concert hall, a place to visit without a doubt.","[{'label': 'positive', 'score': 0.80282724}, {'label': 'neutral', 'score': 0.1938654}, {'label': 'negative', 'score': 0.0033073542}]",['razzmatazz concert hall']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," a very cool airbar, cheap shots and a good atmosphere ✨🤙","[{'label': 'positive', 'score': 0.9814074}, {'label': 'neutral', 'score': 0.014988712}, {'label': 'negative', 'score': 0.0036038822}]","['cool airbar', 'cheap shots']"
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), very good atmosphere bar,"[{'label': 'positive', 'score': 0.96468705}, {'label': 'neutral', 'score': 0.027580917}, {'label': 'negative', 'score': 0.0077320603}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," quality atmosphere and very good treatment, thank you, i will return","[{'label': 'positive', 'score': 0.9785024}, {'label': 'neutral', 'score': 0.016469834}, {'label': 'negative', 'score': 0.005027792}]",['quality atmosphere']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), nice place to have a good drink in good company yeahh!!!🤘🤘,"[{'label': 'positive', 'score': 0.9830928}, {'label': 'neutral', 'score': 0.014516496}, {'label': 'negative', 'score': 0.0023906988}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," very good price and atmosphere, i recommend it without a doubt","[{'label': 'positive', 'score': 0.98411417}, {'label': 'neutral', 'score': 0.011766168}, {'label': 'negative', 'score': 0.0041196113}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), without a doubt a 10! for worst bar in the world 👏👏👏👏. if you live or come to barcelona it is a must visit 😊.,"[{'label': 'negative', 'score': 0.80263126}, {'label': 'neutral', 'score': 0.12718423}, {'label': 'positive', 'score': 0.07018457}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," good music, good atmosphere, very good, everything highly recommended","[{'label': 'positive', 'score': 0.9851129}, {'label': 'neutral', 'score': 0.010793342}, {'label': 'negative', 'score': 0.0040936773}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), it is a very special place with many details. ideal to start the night well 🍸🍺🍹,"[{'label': 'positive', 'score': 0.9851419}, {'label': 'neutral', 'score': 0.012542298}, {'label': 'negative', 'score': 0.0023158144}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," the worst bar in the world, with the best service, a special atmosphere and maximum fun at the best price.unsurpassed 👍👍","[{'label': 'positive', 'score': 0.5996826}, {'label': 'negative', 'score': 0.21043973}, {'label': 'neutral', 'score': 0.18987763}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), perfect for cutting before concerts!,"[{'label': 'positive', 'score': 0.95948166}, {'label': 'neutral', 'score': 0.037392434}, {'label': 'negative', 'score': 0.00312588}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," very full, otherwise great!","[{'label': 'positive', 'score': 0.9723035}, {'label': 'neutral', 'score': 0.022733582}, {'label': 'negative', 'score': 0.0049629034}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," they don't even have a budget for chairs, yesterday i thought i would catch an illness in their slum","[{'label': 'negative', 'score': 0.93575096}, {'label': 'neutral', 'score': 0.058245137}, {'label': 'positive', 'score': 0.006003808}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), quiet environment and very good treatment,"[{'label': 'positive', 'score': 0.9290053}, {'label': 'neutral', 'score': 0.059727125}, {'label': 'negative', 'score': 0.011267529}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," the name says it all, a bar for very young people.","[{'label': 'neutral', 'score': 0.665452}, {'label': 'negative', 'score': 0.23710306}, {'label': 'positive', 'score': 0.09744496}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," a great place, legendary in poblenou!!","[{'label': 'positive', 'score': 0.9843035}, {'label': 'neutral', 'score': 0.011767477}, {'label': 'negative', 'score': 0.0039290832}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), the normal bar. the subnorm@l waiter 🤗,"[{'label': 'positive', 'score': 0.70869935}, {'label': 'neutral', 'score': 0.28042573}, {'label': 'negative', 'score': 0.0108748665}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), good atmosphere and service,"[{'label': 'positive', 'score': 0.9480634}, {'label': 'neutral', 'score': 0.042874638}, {'label': 'negative', 'score': 0.009061948}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), it's the worst bar in the world xdddd,"[{'label': 'negative', 'score': 0.9448498}, {'label': 'neutral', 'score': 0.04662026}, {'label': 'positive', 'score': 0.008529919}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), for the preview the place is pretty cool,"[{'label': 'positive', 'score': 0.9619518}, {'label': 'neutral', 'score': 0.034347065}, {'label': 'negative', 'score': 0.0037012114}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," the sink is the best, where los suaves are retired!!","[{'label': 'positive', 'score': 0.976344}, {'label': 'neutral', 'score': 0.019732172}, {'label': 'negative', 'score': 0.003923885}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," very special bar, incredible memories...","[{'label': 'positive', 'score': 0.9729085}, {'label': 'neutral', 'score': 0.021250255}, {'label': 'negative', 'score': 0.0058412235}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), definitely the worst toilet in the world.,"[{'label': 'negative', 'score': 0.9481685}, {'label': 'neutral', 'score': 0.04442328}, {'label': 'positive', 'score': 0.007408287}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), if there are not many people it is fine,"[{'label': 'neutral', 'score': 0.75026155}, {'label': 'positive', 'score': 0.14087729}, {'label': 'negative', 'score': 0.10886116}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), every week i am there!! the best bar in the area👌👌,"[{'label': 'positive', 'score': 0.9870302}, {'label': 'neutral', 'score': 0.010316511}, {'label': 'negative', 'score': 0.0026532186}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," the drinks are good, but the seats terrible.","[{'label': 'negative', 'score': 0.8312391}, {'label': 'neutral', 'score': 0.1424722}, {'label': 'positive', 'score': 0.026288712}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," very good, it is next to the razzmataz","[{'label': 'positive', 'score': 0.9832615}, {'label': 'neutral', 'score': 0.013856182}, {'label': 'negative', 'score': 0.0028822676}]",['razzmataz']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), horrible treatment from the waitress,"[{'label': 'negative', 'score': 0.9175797}, {'label': 'neutral', 'score': 0.071129374}, {'label': 'positive', 'score': 0.0112909}]",['waitress']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," great, both in variety of shots and atmosphere","[{'label': 'positive', 'score': 0.9821862}, {'label': 'neutral', 'score': 0.014745557}, {'label': 'negative', 'score': 0.0030681728}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), wonderful place and best waiters!,"[{'label': 'positive', 'score': 0.982876}, {'label': 'neutral', 'score': 0.0119069405}, {'label': 'negative', 'score': 0.0052170386}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo)," ""the worst bar in the world"" fantastic irony...😉","[{'label': 'negative', 'score': 0.73845255}, {'label': 'neutral', 'score': 0.17957093}, {'label': 'positive', 'score': 0.08197658}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), great atmosphere and very economical!!!,"[{'label': 'positive', 'score': 0.9862737}, {'label': 'neutral', 'score': 0.009988579}, {'label': 'negative', 'score': 0.003737729}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), wonderful bar and fascinating decoration ❤️❤️,"[{'label': 'positive', 'score': 0.9827753}, {'label': 'neutral', 'score': 0.012544618}, {'label': 'negative', 'score': 0.004680068}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), not bad,"[{'label': 'positive', 'score': 0.47717154}, {'label': 'neutral', 'score': 0.44619256}, {'label': 'negative', 'score': 0.07663586}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), excellent prices and attention! the best in the area 👌,"[{'label': 'positive', 'score': 0.9797148}, {'label': 'neutral', 'score': 0.01548107}, {'label': 'negative', 'score': 0.0048041497}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), great place and atmosphere!,"[{'label': 'positive', 'score': 0.97927606}, {'label': 'neutral', 'score': 0.015693862}, {'label': 'negative', 'score': 0.0050300807}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), bad treatment by the security,"[{'label': 'negative', 'score': 0.8657444}, {'label': 'neutral', 'score': 0.12328644}, {'label': 'positive', 'score': 0.010969112}]",['security']
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), the worst bar in the world,"[{'label': 'negative', 'score': 0.93301}, {'label': 'neutral', 'score': 0.05724146}, {'label': 'positive', 'score': 0.009748521}]",[]
SIDONIE - El pitjor bar del Món (El peor bar del Mundo), 100% recommended site,"[{'label': 'positive', 'score': 0.95327234}, {'label': 'neutral', 'score': 0.037927467}, {'label': 'negative', 'score': 0.008800191}]",[]
A Taberna Galega,"good burgers, sandwiches with jamón, potatoes, local restaurant with owners serving, very spanish","[{'label': 'positive', 'score': 0.91647387}, {'label': 'neutral', 'score': 0.07887772}, {'label': 'negative', 'score': 0.004648387}]","['sandwiches', 'potatoes', 'local restaurant', 'burgers']"
A Taberna Galega," the quality of their products is excellent. juan has a gift in his hands and his know-how, he cooks phenomenally well. unbeatable price quality and large portions","[{'label': 'positive', 'score': 0.9784297}, {'label': 'neutral', 'score': 0.015266729}, {'label': 'negative', 'score': 0.006303531}]",['unbeatable price quality']
A Taberna Galega," small but very cozy, i had breakfast on the terrace. the good-sized sandwich filled with sausage.","[{'label': 'positive', 'score': 0.89621145}, {'label': 'neutral', 'score': 0.101396605}, {'label': 'negative', 'score': 0.002391933}]",['breakfast']
A Taberna Galega," just as if you were at home.i was passing by here by chance and the door and the family atmosphere they had, the homemade 💯 food, generous portions and the very appropriate price caught my attention.the menu with drink and dessert €11i ordered seafood noodles first, which were delicious, and secondly, cod fritters, which were also very delicious.for dessert i recommend the cream cake.","[{'label': 'positive', 'score': 0.908227}, {'label': 'neutral', 'score': 0.08801849}, {'label': 'negative', 'score': 0.0037544572}]","['seafood noodles', 'cod fritters', 'dessert', 'family atmosphere', 'cream cake']"
A Taberna Galega," price good, quantity good, quality good. their dishes lack a little flavor, i would recommend adding sauces.","[{'label': 'neutral', 'score': 0.47172895}, {'label': 'negative', 'score': 0.3282588}, {'label': 'positive', 'score': 0.20001216}]",[]
