place_name,text,sentiment,key_phrases,matched_key_phrases
Granja & Chocolateria La Nena,"cozy place to have breakfast, elevenses, lunch, afternoon tea, or even dinner (before 21:30 i think)... the veggie hamburgers are great, as are the vegetarian sandwiches. i'm not so fond of the cakes, but i love this place. the staff are lovely and you can happily hang out there unhurried and even play one of the board games they have on offer. it can get busy, especially since it's child and vegetarian friendly.","[{'label': 'positive', 'score': 0.9705935}, {'label': 'neutral', 'score': 0.02658152}, {'label': 'negative', 'score': 0.002824949}]","['board games', 'vegetarian sandwiches', 'veggie hamburgers']",['hamburger']
Granja & Chocolateria La Nena,"super slow & unfriendly service, but they serve a really amazing organic beer. bit dirty & grotty place, not the best place i have ever been to, but not a bad place for a quick beer or coffee. staff do not speak a word of english.","[{'label': 'negative', 'score': 0.7110584}, {'label': 'neutral', 'score': 0.17774993}, {'label': 'positive', 'score': 0.11119173}]",['organic beer'],['beer']
Estel de Gràcia,"delicious food, compliant staff, not rushed to leave. ideal in my books.

the bacalao - cod was thick and perfect. the mozzarella, pesto and tomato salad was a lovely meal. the craft beer was  interesting.","[{'label': 'positive', 'score': 0.9647396}, {'label': 'neutral', 'score': 0.027678527}, {'label': 'negative', 'score': 0.0075818007}]",['craft beer'],['beer']
Estel de Gràcia," a very nice place, very pleasant atmosphere, the waiters' treatment perfect and the food very good, we ordered an assortment of croquettes, potato omelette, steak tartar, a hamburger with truffle sauce. highly recommended","[{'label': 'positive', 'score': 0.9850507}, {'label': 'neutral', 'score': 0.01176436}, {'label': 'negative', 'score': 0.0031849507}]","['potato omelette', 'croquettes', 'truffle sauce', 'hamburger', 'steak tartar']",['hamburger']
Bar Gato Negro,"good crowd and simple menu.  a few good beers,  wines, & catalonia liquor.  good music, but doesn't get crowded until 1am.","[{'label': 'positive', 'score': 0.9415551}, {'label': 'neutral', 'score': 0.05373106}, {'label': 'negative', 'score': 0.00471382}]","['beers', 'catalonia liquor', 'music']",['beer']
Bar Gato Negro,"everything about this place is ridiculous in the best way possible: ridiculously cheap prices for beer and for tapas;  which is also very delicious, ridiculously good music, and a ridiculously friendly waiter! definitely a recommendation!","[{'label': 'positive', 'score': 0.9815229}, {'label': 'neutral', 'score': 0.010977836}, {'label': 'negative', 'score': 0.0074993176}]","['tapas', 'beer', 'music']",['beer']
Bar Gato Negro,"a very nice place with local people, nice beer selection and very nice staff. good place to come for one during the week and a good place to start the weekend.","[{'label': 'positive', 'score': 0.9819042}, {'label': 'neutral', 'score': 0.0150877}, {'label': 'negative', 'score': 0.003008041}]",['beer selection'],['beer']
Bar Gato Negro,"great place for drinks, great selection of beers and spirits all served with the greatest selection of rock of all time","[{'label': 'positive', 'score': 0.9830388}, {'label': 'neutral', 'score': 0.0137640815}, {'label': 'negative', 'score': 0.0031971317}]","['beers', 'spirits']",['beer']
Bar Gato Negro,"awesome tapas, beer and bartenders are super cool and friendly","[{'label': 'positive', 'score': 0.9833007}, {'label': 'neutral', 'score': 0.010846801}, {'label': 'negative', 'score': 0.005852554}]","['tapas', 'beer', 'bartenders']",['beer']
Bar Gato Negro," very good beer, not too expensive","[{'label': 'positive', 'score': 0.9700475}, {'label': 'neutral', 'score': 0.024006495}, {'label': 'negative', 'score': 0.005945999}]",['beer'],['beer']
Bar Gato Negro, good unpretentious bar (rare in grace) with a relaxed atmosphere to enjoy a good beer,"[{'label': 'positive', 'score': 0.9391155}, {'label': 'neutral', 'score': 0.056057256}, {'label': 'negative', 'score': 0.004827189}]","['relaxed atmosphere', 'unpretentious bar', 'beer']",['beer']
Bar Gato Negro," good vibes, good bars, there were few people, the bathrooms were very dirty... but it is a good bar for simple things, beer, mixed drinks and that's it.","[{'label': 'positive', 'score': 0.86289704}, {'label': 'neutral', 'score': 0.10948332}, {'label': 'negative', 'score': 0.027619619}]",['beer'],['beer']
La Cerveseria,"on the good side: nice location, the staff was friendly and helpful, the beer was good and everything arrived quickly.
on the downside: the food was quite disappointing, it did not taste good, ot was just ""acceptable"". the price of food was quite high especially when you compare it to the quality. for this price i would expect some really tasty food.","[{'label': 'positive', 'score': 0.37303033}, {'label': 'negative', 'score': 0.36886492}, {'label': 'neutral', 'score': 0.2581047}]",['beer'],['beer']
La Cerveseria,"tasty bbq chicken wings, brie cheese. tasty  german beer.","[{'label': 'positive', 'score': 0.970967}, {'label': 'neutral', 'score': 0.027111826}, {'label': 'negative', 'score': 0.0019211866}]","['german beer', 'bbq chicken wings', 'brie cheese']",['beer']
La Cerveseria,"i like this bar so much the terrace is big so i  always go back, i tried many times the bravas, the dados de queso en mermelada de tomate, croquetas and of course the sangria and beer, even the attention from the personal ronqui y jhon very very nice they make you feel at home.","[{'label': 'positive', 'score': 0.98206574}, {'label': 'neutral', 'score': 0.014279102}, {'label': 'negative', 'score': 0.0036551221}]","['bravas', 'beer', 'croquetas', 'sangria']",['beer']
La Cerveseria,wonderful service! delicious tapas (especially the bravas). amazing mojitos and even has gluten free beer. highly recommend for an incredible atmosphere and great food.,"[{'label': 'positive', 'score': 0.9904665}, {'label': 'neutral', 'score': 0.006695762}, {'label': 'negative', 'score': 0.0028377825}]","['gluten free beer', 'tapas', 'mojitos']",['beer']
La Cerveseria,"good food, be careful of the quantity (small portion). the beers are (for this one that i’ve tried : catalan ipa) really good.","[{'label': 'positive', 'score': 0.97595733}, {'label': 'neutral', 'score': 0.02055509}, {'label': 'negative', 'score': 0.0034875541}]","['beers', 'catalan ipa']",['beer']
Schultz," beer is expensive, be careful","[{'label': 'negative', 'score': 0.6498419}, {'label': 'neutral', 'score': 0.317644}, {'label': 'positive', 'score': 0.032514103}]",['beer'],['beer']
Schultz, rock atmosphere bar where you can play darts. they have pretty good imported beers.,"[{'label': 'positive', 'score': 0.90842295}, {'label': 'neutral', 'score': 0.088697694}, {'label': 'negative', 'score': 0.0028793605}]","['darts', 'rock atmosphere bar', 'imported beers']",['beer']
ELEPHANTA GINBAR COCTELERIA,"cool gin cocktail bar. cozy, fun decor and good service. they also have craft beer in draft which was delicious! they serve tapas but i didn’t try the food.","[{'label': 'positive', 'score': 0.9658432}, {'label': 'neutral', 'score': 0.029362272}, {'label': 'negative', 'score': 0.0047944845}]","['craft beer', 'gin cocktail bar', 'tapas']",['beer']
ELEPHANTA GINBAR COCTELERIA,"delicious cocktails, especially g&t. had the drink of the month and it was amazing. beer is nice and cold too!","[{'label': 'positive', 'score': 0.9900149}, {'label': 'neutral', 'score': 0.0067693056}, {'label': 'negative', 'score': 0.0032157633}]","['cocktails', 'beer']",['beer']
ELEPHANTA GINBAR COCTELERIA,rad little place with chill vibes and great service. good cocktails and cheap beer!,"[{'label': 'positive', 'score': 0.9807827}, {'label': 'neutral', 'score': 0.016534112}, {'label': 'negative', 'score': 0.00268316}]","['cocktails', 'cheap beer']",['beer']
NO SWEAT BAR,"football, beer, darts, pool and friendly. no sweat","[{'label': 'positive', 'score': 0.799488}, {'label': 'neutral', 'score': 0.19429024}, {'label': 'negative', 'score': 0.0062217824}]","['darts', 'football', 'beer']",['beer']
NO SWEAT BAR,good beer selection,"[{'label': 'positive', 'score': 0.935819}, {'label': 'neutral', 'score': 0.05587124}, {'label': 'negative', 'score': 0.00830983}]",['beer selection'],['beer']
NO SWEAT BAR," this bar is one of the blues corners in barcelona, ​​its decoration makes the place a typical blues bar that with a little ambient music can transport you to the most authentic louisiana.for those who like it, which is not my case, there are many imported beers, which pleasantly refreshed my friends' throats.","[{'label': 'positive', 'score': 0.9468561}, {'label': 'neutral', 'score': 0.04955877}, {'label': 'negative', 'score': 0.0035852045}]","['ambient music', 'louisiana', 'bar', 'blues bar', 'imported beers']",['beer']
NO SWEAT BAR," the place itself was not bad, but the time we went there were very annoying people who kept bothering you, there was a group that n wanted to let you play pool and they didn't play pool either, we almost ended up fighting, the beers were good","[{'label': 'negative', 'score': 0.637963}, {'label': 'neutral', 'score': 0.26232377}, {'label': 'positive', 'score': 0.09971321}]",['beers'],['beer']
NO SWEAT BAR," i give one, but i wouldn't give any. we ordered the draft beer and it was rotten!!! little concern from the responsible party of the site and a completely ruined night.","[{'label': 'negative', 'score': 0.9290264}, {'label': 'neutral', 'score': 0.06423436}, {'label': 'positive', 'score': 0.006739196}]",['draft beer'],['beer']
NO SWEAT BAR, a good bar to meet friends. good beer menu. good atmosphere and music from the 80s and 90s.,"[{'label': 'positive', 'score': 0.9623922}, {'label': 'neutral', 'score': 0.03539093}, {'label': 'negative', 'score': 0.002216886}]",['beer menu'],['beer']
Bar Cervecería María Castaña," galician tavern. the portions are the size of a tapa, but the price is not :( friendly and fast service. the best. the quality of the food, irregular. we did not like the croquettes or the artichoke omelet. the cana (small glass) of normal beer, 2.30.","[{'label': 'negative', 'score': 0.91028583}, {'label': 'neutral', 'score': 0.08170032}, {'label': 'positive', 'score': 0.00801382}]","['price', 'beer', 'croquettes', 'galician tavern', 'artichoke omelet']",['beer']
Bar Cervecería María Castaña," it is my go-to place when i am in the area, they have excellent tapas, good beer and very attentive and willing service.highly recommended","[{'label': 'positive', 'score': 0.98502666}, {'label': 'neutral', 'score': 0.012624167}, {'label': 'negative', 'score': 0.0023492305}]","['tapas', 'beer']",['beer']
Bar Bodega Can Ros,such a tasty tapas bar! the beer is so nice and cold! the food is amazing and the servís is very warm and fast.,"[{'label': 'positive', 'score': 0.9892371}, {'label': 'neutral', 'score': 0.0071613947}, {'label': 'negative', 'score': 0.0036014835}]","['beer', 'tapas bar']",['beer']
Bar Bodega Can Ros,"loved it. very tasty food, fantastic beer, friendly staff and fast service. would recommend/10","[{'label': 'positive', 'score': 0.9891533}, {'label': 'neutral', 'score': 0.006989191}, {'label': 'negative', 'score': 0.003857415}]",['beer'],['beer']
Bar Bodega Can Ros,"very authentic taverna/tapas bar. large selection, with many options available and visible at the barra. we tried a big selection, including several beers and wine. very good price/quantity value for the 25€ we ended up paying","[{'label': 'positive', 'score': 0.97239316}, {'label': 'neutral', 'score': 0.024912558}, {'label': 'negative', 'score': 0.0026943358}]","['beers', 'wine']",['beer']
The Blue Orange," the blue orange bar is a bar run by a galician, meaning quality food in abundance, and drinks will never be lacking.you can see that they have the best industrial beer in the world, estrella galicia, something brutal is that they have black coupage, estrella's best beer by far.not content with that, they have a wide variety of beers, i am a lover of ipas, mmmm try them...they are excellent at making coffee, with love, i recommend the coffee with toffee, as you can see in the photo you drink it ","[{'label': 'positive', 'score': 0.96100086}, {'label': 'neutral', 'score': 0.033574507}, {'label': 'negative', 'score': 0.0054246704}]","['industrial beer', 'blue orange bar', 'ipas']",['beer']
The Blue Orange, too bad the owner is not gay. highly recommended especially for their estrella galicia beer!!!,"[{'label': 'positive', 'score': 0.73294276}, {'label': 'neutral', 'score': 0.18184868}, {'label': 'negative', 'score': 0.085208565}]",['estrella galicia beer'],['beer']
The Blue Orange, great assortment of sandwiches. highlight the hamburger with bacon and cheese!!!,"[{'label': 'positive', 'score': 0.9848822}, {'label': 'neutral', 'score': 0.0131413825}, {'label': 'negative', 'score': 0.0019763915}]","['sandwiches', 'bacon', 'cheese', 'hamburger']",['hamburger']
The Blue Orange," a good neighborhood bar, cheap prices and good service!! with imported beers!!!","[{'label': 'positive', 'score': 0.97008675}, {'label': 'neutral', 'score': 0.026972422}, {'label': 'negative', 'score': 0.0029407586}]","['neighborhood bar', 'imported beers']",['beer']
Casa Pagès,"we were looking for an inexpensive local place with daily menu. we decided to go here even though relatively low rating (3.9). frankly speaking we had higher expectations. the place has a nice local vibe, responsive staff, they have our favourite moritz beer on tap.

where we were partly disappointed was the level of cooking. we ordered cold starters caprese (ok) and chickpea salad with tuna (canned chickpea, canned tuna +lettuce & tomato).
on the other hand what was great was main dish tuna, ve","[{'label': 'positive', 'score': 0.900904}, {'label': 'neutral', 'score': 0.09021011}, {'label': 'negative', 'score': 0.008885944}]","['chickpea salad', 'cold starters caprese', 'moritz beer']",['beer']
Casa Pagès," the usual tapas, the usual sandwiches, no frills. good quality, good taste, good quantity.good price everything except beer. €2.30 to open a bottle of estrella damm is disappointing.","[{'label': 'negative', 'score': 0.41215715}, {'label': 'neutral', 'score': 0.30707335}, {'label': 'positive', 'score': 0.28076953}]","['sandwiches', 'estrella damm', 'tapas', 'beer']",['beer']
El Picoteo,good beer and delicious tapas,"[{'label': 'positive', 'score': 0.9611584}, {'label': 'neutral', 'score': 0.033542093}, {'label': 'negative', 'score': 0.0052994927}]","['tapas', 'beer']",['beer']
El Picoteo,"good tapas, good beer, not expensive.","[{'label': 'positive', 'score': 0.80903053}, {'label': 'neutral', 'score': 0.16445167}, {'label': 'negative', 'score': 0.026517812}]","['tapas', 'beer']",['beer']
El Picoteo,good beer and very good tapas,"[{'label': 'positive', 'score': 0.9657686}, {'label': 'neutral', 'score': 0.029073613}, {'label': 'negative', 'score': 0.0051577524}]","['tapas', 'beer']",['beer']
El Picoteo," we went to eat and expected something else, since it looked good from the outside. they don't make the food there. we ordered patatas bravas and when we left we saw that they had them in a plastic container. we ordered a hamburger and it was cold and so was the sandwich. it didn't smell like food, meaning they didn't make it there. it may be good to drink but i wouldn't go back to eat.","[{'label': 'negative', 'score': 0.6540047}, {'label': 'neutral', 'score': 0.30751383}, {'label': 'positive', 'score': 0.038481485}]","['patatas bravas', 'hamburger']",['hamburger']
El Picoteo," very nice waitress, who seemed to be in charge, also very attentive and nice, we had a hamburger and a burrito, if you want to be hungry and lose weight, the burrito is what you should order, for €9 i expected something more than a 90 % lettuce rolled in a wrap, the rest, 10% two pieces of meat and a chopped vegetable. we will sin of ""guiris""...the meat of the hamburger, good and the potatoes too.","[{'label': 'positive', 'score': 0.8498013}, {'label': 'neutral', 'score': 0.13062796}, {'label': 'negative', 'score': 0.019570684}]","['burrito', 'waitress', 'hamburger']",['hamburger']
Bar Placídia," handsome waiters, ideal location, expensive beer, inedible tapas: the omelette hides an entire salt cellar inside, it looks like they marinate the olives in cologne 🫒🥴","[{'label': 'positive', 'score': 0.8800533}, {'label': 'neutral', 'score': 0.09312026}, {'label': 'negative', 'score': 0.026826506}]","['expensive beer', 'waiters', 'salt cellar', 'inedible tapas', 'omelette']",['beer']
Frankfurt de verdi," a place without any pretensions. wide variety of frankfurters, hamburgers, tapas... good beer on tap.very good in the treatment and attention.","[{'label': 'positive', 'score': 0.9582545}, {'label': 'neutral', 'score': 0.03568987}, {'label': 'negative', 'score': 0.006055647}]","['frankfurters', 'beer', 'tapas', 'hamburgers']","['beer', 'hamburger']"
Kamoma Spritz Bar," i went for the second time, at praça do sol. very pleasant place. there's spritz, but there's craft beer.","[{'label': 'positive', 'score': 0.97558457}, {'label': 'neutral', 'score': 0.020768411}, {'label': 'negative', 'score': 0.0036469935}]",['craft beer'],['beer']
La Xula Taperia,very nice small spot out of the bustle of the squares. food was really good - got a little lost in multiple orders but was worth the wait. limited beer selection but tasty nicaraguan rum.,"[{'label': 'positive', 'score': 0.9745668}, {'label': 'neutral', 'score': 0.020741161}, {'label': 'negative', 'score': 0.004692021}]","['limited beer selection', 'nicaraguan rum']",['beer']
La Xula Taperia,great atmosphere and good food. a slightly traditional tapa bar. for each beer you order you get a small dish. everything we ate was tasty and enjoyable,"[{'label': 'positive', 'score': 0.9836955}, {'label': 'neutral', 'score': 0.013113794}, {'label': 'negative', 'score': 0.0031906613}]","['beer', 'tapa bar']",['beer']
La Xula Taperia,"la xula taperia presents us with high-spirited offering that madrid's renowned for in the shape of a draught beer and a tapa – that's a free bite with each drink – and mixes it with creative cuisine. their beers are poured to perfection, and their small and casual tapas are well-suited to their creative style. examples include the tuna tataki and mustard tart, and the 'pringa' burrito made with andalusian grilled beef, spinach and cheese.","[{'label': 'positive', 'score': 0.8876573}, {'label': 'neutral', 'score': 0.10917951}, {'label': 'negative', 'score': 0.0031632076}]","['tuna tataki', 'tapa', 'mustard tart', 'la xula taperia', 'draught beer', 'as', 'creative cuisine']",['beer']
La Trini,very tasty paella. shared one between four and a bunch of simple tapas items and beer and wine. great price and nice atmosphere,"[{'label': 'positive', 'score': 0.98092043}, {'label': 'neutral', 'score': 0.015695922}, {'label': 'negative', 'score': 0.003383591}]","['tapas items', 'wine', 'beer', 'paella']",['beer']
La Trini,"the ribs are amazing, they fall straight from the bone and are simply delicious, beer is a reasonable price and service was good. thanks for lunch guys","[{'label': 'positive', 'score': 0.98655397}, {'label': 'neutral', 'score': 0.009592103}, {'label': 'negative', 'score': 0.0038539947}]","['ribs', 'beer']",['beer']
Bar Viu,"this place is awesome! we found it it by chance and we really enjoyed the vibes there, it's a real barcelona bar, very popular among the locals. the food is great and they have good beers at a very reasonable price. the manager is such a legend! we enjoyed so much listening to good spanish music there. see you soon","[{'label': 'positive', 'score': 0.9903088}, {'label': 'neutral', 'score': 0.0066195596}, {'label': 'negative', 'score': 0.0030716376}]","['beers', 'barcelona bar', 'spanish music']",['beer']
Bar Viu," i loved it! the owner is great, the beer is great and the place is super nice. one of the best gracias bars in barcelona. i love music! i will definitely return :)))","[{'label': 'positive', 'score': 0.99112236}, {'label': 'neutral', 'score': 0.005653075}, {'label': 'negative', 'score': 0.0032245503}]","['gracias bars', 'beer']",['beer']
Bar Viu," unbelievable you feel at home. gerard and enric are great, between the tapas, the beer and the music it's quite a show. highly recommended!!","[{'label': 'positive', 'score': 0.9852446}, {'label': 'neutral', 'score': 0.011871155}, {'label': 'negative', 'score': 0.0028842066}]","['tapas', 'beer', 'music']",['beer']
Bar Viu," the offer of this bar is not only culinary, it offers an atmosphere framed by a well-chosen musical score, with a well-insulated ceiling so as not to disturb the neighbors. the braves are very good. it also offers its walls for graphic artists, painters, etc. it is also very interesting that they can offer belgian siphon beer.","[{'label': 'positive', 'score': 0.96126086}, {'label': 'neutral', 'score': 0.035562675}, {'label': 'negative', 'score': 0.0031764472}]","['belgian siphon beer', 'artists']",['beer']
Bar Viu," the best patatas bravas i've ever had, great service and a very nice place. best potatoes i have ever tried tje location in gracia the best one the beer is craft beer so awesome and the hosts are super nice love it 😍😍😍😍","[{'label': 'positive', 'score': 0.98776686}, {'label': 'neutral', 'score': 0.007793851}, {'label': 'negative', 'score': 0.0044392995}]","['patatas bravas', 'craft beer', 'tje', 'beer']",['beer']
Bar Viu," the atmosphere, the music, the food and of course the good beer are super cool. don't hesitate to visit this place if you visit the gracia neighborhood.","[{'label': 'positive', 'score': 0.9849582}, {'label': 'neutral', 'score': 0.0120219765}, {'label': 'negative', 'score': 0.0030198656}]","['gracia neighborhood', 'beer', 'food', 'music']",['beer']
Bar Viu," a place with delicious, homemade tapas, there are craft beers.the staff is very friendly and attentive","[{'label': 'positive', 'score': 0.9782039}, {'label': 'neutral', 'score': 0.0181833}, {'label': 'negative', 'score': 0.0036128573}]","['craft beers', 'as']",['beer']
Bar Viu," the few times i have gone it has not disappointed, and the draft beer, 1906, is very good. i recommend.","[{'label': 'positive', 'score': 0.9808648}, {'label': 'neutral', 'score': 0.015564526}, {'label': 'negative', 'score': 0.0035706095}]",['draft beer'],['beer']
Bar Viu, a very cozy bar where you can drink chouffe beer on tap 😊... crazy dwarfs.... dj's nights and good atmosphere.,"[{'label': 'positive', 'score': 0.9766641}, {'label': 'neutral', 'score': 0.02139525}, {'label': 'negative', 'score': 0.0019406165}]",['chouffe beer'],['beer']
Bar La Violeta, traditional establishment. quality food and drink. very good selection of beers.,"[{'label': 'positive', 'score': 0.9668568}, {'label': 'neutral', 'score': 0.029527573}, {'label': 'negative', 'score': 0.0036156594}]",['beers'],['beer']
Bar La Violeta, good sandwiches and good beers!! very good attention!,"[{'label': 'positive', 'score': 0.9865242}, {'label': 'neutral', 'score': 0.010164003}, {'label': 'negative', 'score': 0.0033117076}]","['beers', 'sandwiches']",['beer']
Gràcia Llatina," pufff, i'd rather go to a club and dance a little bit of everything that will cost me less than a drink in this place!!!!! paying 5 euros for a heineken beer and hot on top of that... what a disaster, i wouldn't return to this place.","[{'label': 'negative', 'score': 0.92233133}, {'label': 'neutral', 'score': 0.06727721}, {'label': 'positive', 'score': 0.010391373}]",['heineken beer'],['beer']
