place_name,vader_score,topic,text,unique_topic_words
Bar Virreina,0.1585,"[{'night': 0.08338067, 'class': 0.08337145, 'monday night salsa': 0.083352864}, {'night salsa class': 0.08334375, 'class fun': 0.083340086, 'monday': 0.08333879}, {'night': 0.08333452, 'class': 0.08333444, 'monday night': 0.08333399}]",monday night - salsa classes - good fun,"['fun', 'salsa', 'night', 'class', 'monday']"
Bar Virreina,0.0734,"[{'swiss date': 0.08338033, 'swiss date sandwich': 0.08334845, 'sandwich': 0.08334802}, {'sandwich sound': 0.08333882, 'bacon swiss date': 0.08333872, 'date': 0.08333695}, {'swiss date': 0.08333439, 'date sandwich sound': 0.083334364, 'swiss date sandwich': 0.083334245}]","bacon, swiss and date sandwich is as good as it sounds.","['bacon', 'date', 'swiss', 'sandwich', 'sound']"
Bar Virreina,0.0843,"[{'hangout': 0.333361, 'chat': 0.33332384, 'chat hangout': 0.33331522}, {'hangout': 0.33334553, 'chat': 0.33333945, 'chat hangout': 0.33331499}, {'chat hangout': 0.3333427, 'chat': 0.3333342, 'hangout': 0.33332312}]",it's a nice place for a chat or simply hangout,"['hangout', 'chat']"
Bar Virreina,0.1101,"[{'decent': 1.0}, {'decent': 1.0}, {'decent': 1.0}]",good service and decent food.,['decent']
Bar Virreina,0.08808,"[{'beer': 0.16666909, 'chat sun': 0.16666757, 'beer chat': 0.16666716}, {'beer chat sun': 0.16667047, 'sun': 0.16666938, 'beer chat': 0.16666745}, {'beer chat sun': 0.16667265, 'sun': 0.16667055, 'chat': 0.16666517}]",good place for beer and a chat in the sun,"['sun', 'beer', 'chat']"
Bar Virreina,0.0,"[{'coffee forever': 0.083349384, 'coffee forever amen': 0.0833469, 'morning coffee': 0.083344765}, {'morning': 0.083360456, 'morning coffee forever': 0.083353065, 'sunday morning': 0.083344206}, {'coffee': 0.083427966, 'forever amen': 0.08337568, 'amen': 0.08336797}]",sunday mornings with a coffee.  here.  forever and ever amen.,"['coffee', 'forever', 'morning', 'sunday', 'amen']"
Bar Virreina,0.2123,"[{'terrace': 0.638289, 'terrace terrace': 0.36171103}, {'terrace terrace': 0.50042456, 'terrace': 0.4995755}, {'terrace terrace': 0.50049376, 'terrace': 0.49950626}]",gracia's terraces are the best terraces.,['terrace']
Bar Virreina,0.1702,"[{'enjoyed': 0.33335358, 'drink': 0.33333823, 'enjoyed drink': 0.33330822}, {'enjoyed drink': 0.33334288, 'drink': 0.33333048, 'enjoyed': 0.33332664}, {'drink': 0.33333957, 'enjoyed': 0.33333915, 'enjoyed drink': 0.33332127}]",i enjoyed the place & drinks!,"['enjoyed', 'drink']"
Bar Virreina,-0.135575,"[{'expensive': 1.0}, {'expensive': 1.0}, {'expensive': 1.0}]","bad service, bad food, to expensive",['expensive']
Bar Virreina,-0.0146666666666666,"[{'god tapa difficult': 0.11111313, 'tapa difficult': 0.11111207, 'difficult terrace': 0.111111894}, {'god tapa': 0.11111291, 'difficult terrace': 0.11111228, 'god': 0.111112125}, {'tapa difficult terrace': 0.11111192, 'tapa': 0.11111171, 'difficult': 0.111111626}]","god tapas, difficult to find a table in the terrace","['god', 'difficult', 'tapa', 'terrace']"
Bar Virreina,0.1404999999999999,"[{'chill': 1.0}, {'chill': 1.0}, {'chill': 1.0}]",nice place to chill.,['chill']
Bar Virreina,0.2123,"[{'cafe plaza': 0.33334443, 'plaza': 0.33332956, 'cafe': 0.33332607}, {'plaza': 0.3333562, 'cafe plaza': 0.33333236, 'cafe': 0.33331144}, {'cafe': 0.33334082, 'cafe plaza': 0.33333075, 'plaza': 0.33332846}]",best cafe in the best plaza,"['cafe', 'plaza']"
Bar Virreina,0.2123,"[{'plaza': 0.3333375, 'cafe': 0.33333507, 'cafe plaza': 0.33332747}, {'cafe': 0.33336422, 'plaza': 0.33332348, 'cafe plaza': 0.33331227}, {'cafe plaza': 0.33334026, 'plaza': 0.33333477, 'cafe': 0.33332497}]",best cafe in the best plaza,"['cafe', 'plaza']"
Bar Virreina,-0.07955,"[{'overpriced': 0.11112163, 'tourist': 0.111119315, 'trying trap tourist': 0.11111343}, {'trap tourist': 0.111126825, 'overpriced trying trap': 0.11111866, 'trying': 0.111114256}, {'trying trap': 0.111137874, 'trying': 0.11113566, 'overpriced trying trap': 0.11112727}]",overpriced and trying to trap tourists.,"['tourist', 'overpriced', 'trap', 'trying']"
Bar Virreina,0.1404999999999999,"[{'plaza bar': 0.33334598, 'plaza': 0.3333332, 'bar': 0.3333209}, {'bar': 0.33336154, 'plaza': 0.3333288, 'plaza bar': 0.33330962}, {'bar': 0.33335373, 'plaza': 0.33333847, 'plaza bar': 0.33330783}]",nice plaza bar.,"['bar', 'plaza']"
Bar Virreina,0.0,,be,[None]
Bar Virreina,-0.4588,"[{'rude': 1.0}, {'rude': 1.0}, {'rude': 1.0}]",rude.,['rude']
Bar Virreina,0.21075,,nice mojito,[None]
Bar Virreina,0.5859,,lovely,[None]
Bar Virreina,0.4404,,good,[None]
Bar Virreina,0.2023,"[{'top': 1.0}, {'top': 1.0}, {'top': 1.0}]",top,['top']
Bar Virreina,0.0,,nope,[None]
Bar Virreina,0.0934448275862069,"[{'beautiful': 0.015636526, 'beautiful charming neighborhood': 0.01563321, 'drink': 0.01563167}, {'drink': 0.026711196, 'beautiful': 0.02670554, 'beautiful square beautiful': 0.015274393}, {'beautiful': 0.015739124, 'drink': 0.015720973, 'grilled chicken': 0.01565172}]"," inside one of the most beautiful squares in gracia!if not the most beautiful is this charming neighborhood bar, excellent sandwiches, my favorites are the loin with cheese and peppers and the grilled chicken with roquefort and raisins!good vermouth, well-served drinks and the unbeatable attention of lucía and andréa!excellent to go have a drink with friends and eat some tapas","['charming', 'neighborhood', 'drink', 'beautiful', 'chicken', 'square', 'grilled']"
Bar Virreina,0.0,"[{'paper bathroom': 0.047624175, 'paper': 0.047623232, 'slow salad jar': 0.04762288}, {'salad jar paper': 0.047648624, 'cooked': 0.04763172, 'cooked quite': 0.047631606}, {'quite slow salad': 0.04762501, 'salad': 0.047623545, 'euro': 0.047622826}]"," bravas at 7 euros, they are not cooked at all, quite slow service, salad in a jar, no paper in the bathrooms.","['paper', 'bathroom', 'slow', 'euro', 'salad', 'cooked', 'quite', 'jar']"
Bar Virreina,0.0,"[{'grazing say': 0.047630873, 'mud grazing': 0.047630552, 'beer mud grazing': 0.0476283}, {'decline': 0.047648028, 'grazing': 0.047642805, 'mud grazing': 0.047628757}, {'beer mud': 0.04762406, 'comment': 0.04762294, 'beer': 0.04762257}]"," the decline of gràcia. beer at €4.50you can go mud grazing. if i say what i think, they don't publish my comment.","['mud', 'grazing', 'decline', 'say', 'beer', 'comment']"
Bar Virreina,-0.0678842105263157,"[{'price': 0.024397789, 'small beer carton': 0.02439672, 'juice staff': 0.024396174}, {'price': 0.024415571, 'terrace': 0.024402222, 'complained': 0.024397798}, {'price': 0.041922767, 'level switzerland': 0.023955623, 'price small': 0.023954999}]"," scandalous prices, at the level of switzerland. i have complained about the prices, small beer €3.40, carton juice €3.10. unfriendly staff. never again, i can't even go to a terrace in my neighborhood.","['juice', 'complained', 'terrace', 'staff', 'level', 'small', 'switzerland', 'beer', 'price', 'carton']"
Bar Virreina,-0.0020846153846153,"[{'customer': 0.017242556, 'know': 0.01724118, 'sit finish drink': 0.009853792}, {'know': 0.010010621, 'customer': 0.010009489, 'employee': 0.010003302}, {'know': 0.0100176865, 'customer': 0.010013229, 'take': 0.010005543}]"," this review is for the owner of the bar as i know that the workers don't care much... if you know, from the waiter's words, that when it rains the outside awnings retain water with the danger that a gust of wind will blow it out and fall directly about the customers, like what happened to us the other day, ending up drunk, how come they don't take the appropriate actions to avoid it. on the contrary, you allow the customers to sit down, finish their drinks, and for your employees, as if that we","['finish', 'take', 'drink', 'employee', 'know', 'customer', 'sit']"
Bar Virreina,0.052321875,"[{'favor': 0.01789166, 'serving': 0.017867342, 'leaving money': 0.017864676}, {'favor': 0.030832117, 'occupied packed': 0.017625045, 'drink alone ignore': 0.017624881}, {'favor': 0.01790422, 'correct seems favor': 0.017870415, 'packed position': 0.017866585}]"," if you go to eat or drink alone (not in a group), they ignore you and do not treat you kindly, since you are occupying a table that could potentially be occupied by 4 people. it's always packed with people. they go there for the position, but certainly not for the service, which is correct, but... it seems as if they are doing you a favor for serving you, and not that you are doing them a favor for leaving the money there. otherwise, they have a nice terrace, it's the only thing worth it","['drink', 'ignore', 'position', 'serving', 'occupied', 'favor', 'packed', 'alone', 'correct', 'leaving', 'money', 'seems']"
Bar Virreina,0.1300136363636363,"[{'bread': 0.025724083, 'sandwich': 0.02566442, 'dry take': 0.025649635}, {'bread': 0.060602944, 'sandwich': 0.042426836, 'bread little': 0.024245778}, {'bread': 0.02574096, 'sandwich': 0.025688246, 'take care customer': 0.025649754}]"," good sandwiches but it depends on the day and how many people they have. the same sandwich, yesterday great and today, festive, bread with bread, very little of everything except bread, everything very dry, for €6... they have to take better care of customers even at parties or with people.","['take', 'little', 'dry', 'customer', 'sandwich', 'bread', 'care']"
Bar Virreina,0.1537,"[{'love': 0.11111257, 'bar located': 0.11111219, 'located waiter': 0.11111189}, {'waiter': 0.111116216, 'waiter love': 0.111115806, 'located waiter love': 0.11111492}, {'located waiter love': 0.11111235, 'located': 0.11111206, 'waiter': 0.1111119}]"," bar well located and with good service, the waiter gabi was very friendly and made us love the coffee🥰","['waiter', 'love', 'located', 'bar']"
Bar Virreina,-0.0593625,"[{'unprofessional bar waiter': 0.027795587, 'price minimum return': 0.02779511, 'unprofessional': 0.027790658}, {'lazy believing customer': 0.027784156, 'unprofessional': 0.02778081, 'attitude price minimum': 0.027780548}, {'believing customer': 0.027783971, 'attitude price': 0.027782127, 'price minimum': 0.027781313}]"," unprofessional bar waiter, lazy, believing that customers are his friends, his attitude is very out of place.with the prices they have, the minimum would be to be more friendly.i will not return, and my recommendations will be negative.","['attitude', 'bar', 'lazy', 'waiter', 'believing', 'minimum', 'customer', 'unprofessional', 'price', 'return']"
Bar Virreina,0.137575,"[{'beer': 0.034533836, 'hot': 0.034497365, 'beer cold': 0.03449263}, {'beer': 0.034514733, 'sandwich loin chicken': 0.034495473, 'cold': 0.034495234}, {'beer': 0.058832623, 'hot sandwich loin': 0.03361764, 'beer hot sandwich': 0.03361685}]"," we had some beers and some hot sandwiches, loin and chicken. highly recommended, the beer is very cold and the food is delicious. very friendly service, very happy atmosphere in the square. thank you!!","['loin', 'chicken', 'beer', 'sandwich', 'hot', 'cold']"
Bar Virreina,0.0072695652173913,"[{'think': 0.03684281, 'terrace': 0.03684005, 'perhaps put': 0.021055946}, {'terrace': 0.021793762, 'think': 0.021779323, 'little waiter busy': 0.021756167}, {'think': 0.021766953, 'terrace': 0.021763876, 'innovative': 0.02174746}]", what has caught my attention is that i think it is the first bar with a terrace that charges for the terrace or perhaps it is the only one that puts it on its menu.the patatas bravas have an innovative cut but i think the portion price is a little high.they have few waiters who are busy so service takes a while.,"['think', 'little', 'terrace', 'innovative', 'busy', 'waiter', 'put', 'perhaps']"
Bar Virreina,-0.0338454545454545,"[{'worth': 0.02222532, 'salad save': 0.022224715, 'save': 0.02222458}, {'russian salad save': 0.022234568, 'slowness': 0.022233024, 'nacho worth': 0.02223153}, {'slowness delay': 0.022233203, 'attention slowness': 0.02223303, 'worst tasted russian': 0.02222855}]"," one of the worst patatas bravas i have ever tasted, the russian salad saves a bit, the nachos are not worth it. the service leaves a lot to be desired, lack of attention, slowness and a lot of delay in the dishes. a shame","['tasted', 'delay', 'slowness', 'worth', 'nacho', 'worst', 'russian', 'salad', 'attention', 'save']"
Bar Virreina,0.0594933333333333,"[{'expensive price': 0.055559684, 'clear euro': 0.055559676, 'generous slow': 0.055558827}, {'euro': 0.055562127, 'price': 0.05555891, 'tourist': 0.05555858}, {'expensive price': 0.055586394, 'slow': 0.055575516, 'clear': 0.05557468}]", excessively expensive prices. 3.40 for a clear one and almost 7 euros for the not very generous bravas. very slow service. made by tourists.,"['expensive', 'slow', 'generous', 'tourist', 'price', 'clear', 'euro']"
Bar Virreina,0.03612,"[{'money charging': 0.08334731, 'seems': 0.08334062, 'money': 0.08333956}, {'clientele': 0.08339093, 'charging clientele': 0.08335988, 'neighborhood': 0.08335866}, {'charging': 0.08336549, 'seems money charging': 0.08335049, 'money charging clientele': 0.08335013}]", €3 for a coca-cola seems like a lot of money to me. so you're only charging the clientele of the neighborhood.,"['neighborhood', 'charging', 'money', 'clientele', 'seems']"
Bar Virreina,0.0782529411764705,"[{'coffee': 0.038465314, 'coffee little': 0.038463134, 'short efficient': 0.03846256}, {'coffee': 0.11210523, 'little': 0.060356885, 'stopped coffee short': 0.034481853}, {'coffee': 0.038510293, 'little': 0.038472988, 'little coffee little': 0.038465414}]"," naaa, let's go for a little coffee for a little while. the place is not nice, they did not serve us well and the coffee was not good.naaa, we just stopped for coffee for a short time. the place is not nice, the service is not efficient and the coffee was not good.","['coffee', 'little', 'efficient', 'stopped', 'short']"
Bar Virreina,0.0228759999999999,"[{'accompanied': 0.017553363, 'square': 0.017550025, 'place perfect': 0.01754924}, {'le': 0.017548589, 'small plate olive': 0.017546099, 'olive asked': 0.017545791}, {'small': 0.017557185, 'perfect': 0.017550744, 'square local le': 0.017550597}]", on sunday mornings in the square around there are many locals... which makes it less touristy than other places... it's perfect for a beer or a drink... maybe accompanied by a small plate of olives (always asked for and paid for separately... how tradition often in barcelona),"['le', 'local', 'small', 'perfect', 'accompanied', 'asked', 'plate', 'place', 'square', 'olive']"
Bar Virreina,0.0881411764705882,"[{'bar strategic': 0.025678996, 'pleasant': 0.025678637, 'though often waitress': 0.025675517}, {'diligent': 0.025652656, 'position pleasant enjoy': 0.025651976, 'often': 0.025647782}, {'position pleasant': 0.025652247, 'corner square': 0.02564985, 'square bar': 0.025649616}]"," located in a corner of the square, this bar has a strategic position. it is very pleasant to enjoy the shade of its terrace, even though it is often full.the waitress was very diligent and friendly.","['though', 'waitress', 'diligent', 'often', 'bar', 'pleasant', 'position', 'corner', 'enjoy', 'strategic', 'square']"
Bar Virreina,-0.0485238095238095,"[{'wrong sandwich': 0.03704143, 'sandwich': 0.037040778, 'wrong': 0.037038065}, {'wrong': 0.02226143, 'sandwich': 0.022245867, 'wrong sandwich': 0.022242874}, {'wrong sandwich': 0.022238905, 'sandwich': 0.02223864, 'wrong': 0.022234442}]"," bad experience. a wrong sandwich, half-cooked patatas bravas, they took a while to take the order and prepare it even longer. then, they were charging me for the wrong sandwich. the kitchen only had 1 person for a full bar on the terrace and inside.","['wrong', 'sandwich']"
Bar Virreina,0.0851,"[{'correct quiet': 0.08340731, 'quiet pleasant': 0.08337683, 'correct quiet pleasant': 0.0833739}, {'beer correct quiet': 0.08334765, 'quiet pleasant environment': 0.0833471, 'environment': 0.0833437}, {'beer correct': 0.083350316, 'pleasant environment': 0.083344735, 'correct quiet pleasant': 0.083341226}]", we had a beer and everything was very correct. quiet and pleasant environment.,"['pleasant', 'environment', 'beer', 'correct', 'quiet']"
Bar Virreina,0.1546428571428571,"[{'delicious came': 0.1666708, 'came': 0.1666704, 'delicious came pleasant': 0.16666766}, {'came pleasant': 0.16666974, 'delicious came pleasant': 0.1666695, 'delicious': 0.16666779}, {'delicious came': 0.16667812, 'came': 0.16667752, 'delicious': 0.16666692}]"," the food was very delicious, everything came out very quickly and the atmosphere was very pleasant.","['delicious', 'came', 'pleasant']"
Bar Virreina,0.0211692307692307,"[{'fry fail': 0.055595137, 'fry fail least': 0.05558455, 'week friend': 0.055577055}, {'trusted miss': 0.055564784, 'miss fry': 0.055560675, 'friend': 0.055560168}, {'fry fail least': 0.0555587, 'trusted miss fry': 0.05555861, 'least week friend': 0.055557355}]"," always trusted bar.we miss the bravas from before, which were with chips-type fries. even so, we don't fail at least once a week, my friends and i.","['week', 'miss', 'least', 'fry', 'fail', 'friend', 'trusted']"
Bar Virreina,0.046896,"[{'terrace attention friendliness': 0.02566133, 'however leaf desired': 0.025658548, 'omelette looking eat': 0.02565206}, {'dry': 0.02565737, 'leaf desired hummus': 0.025650667, 'friendliness however leaf': 0.025646854}, {'potato': 0.025645098, 'omelette': 0.025644856, 'attention friendliness however': 0.0256447}]"," good terrace atmosphere and table service also with good attention and friendliness. however, the food leaves a lot to be desired: hummus from mercadona (literally), dry potato omelette... if you're looking to eat, choose somewhere else.","['potato', 'dry', 'terrace', 'friendliness', 'looking', 'hummus', 'desired', 'however', 'omelette', 'eat', 'attention', 'leaf']"
Bar Virreina,0.04404,"[{'terrace': 0.090931736, 'center barcelona': 0.09091391, 'center': 0.09091373}, {'terrace': 0.14901969, 'bar': 0.08509944, 'barcelona': 0.08509919}, {'terrace terrace': 0.09091298, 'center barcelona terrace': 0.09091159, 'barcelona terrace terrace': 0.090910345}]"," a good bar in the center of barcelona with a terrace, although there are always a lot of people on the terrace. the bravas are very good.","['bar', 'center', 'barcelona', 'terrace']"
Bar Virreina,-0.0147820512820512,"[{'pay': 0.010791247, 'declare': 0.010788207, 'rule': 0.010778174}, {'pay': 0.010777788, 'rule': 0.0107766725, 'declare': 0.010765546}, {'declare': 0.01837142, 'rule': 0.018371155, 'pay': 0.018367674}]"," notice to all customers this bar pays black hours and does not declare them. it is unfair that while some entrepreneurs declare and pay everything established by social security and the ministry of labor, others do it illegally, it is shameful.in addition to not complying with the legal rules and the rights of the worker which is unpresentable they also do not comply with the hygiene rules leaving bad condition in the fridge if you don't want to catch typhus or any other disease do not eat anyt","['pay', 'rule', 'declare']"
Bar Virreina,0.2711599999999999,"[{'sandwich': 0.33333662, 'sandwich waiter': 0.33333415, 'waiter': 0.33332923}, {'waiter': 0.33334744, 'sandwich waiter': 0.33334252, 'sandwich': 0.3333101}, {'sandwich': 0.33333847, 'waiter': 0.33333078, 'sandwich waiter': 0.33333075}]", very good sandwiches and the waiter very very nice and friendly.,"['waiter', 'sandwich']"
Bar Virreina,0.18686,"[{'beer': 0.1666693, 'bar': 0.16666882, 'waiter': 0.16666876}, {'bar beer': 0.16666834, 'bar beer waiter': 0.16666727, 'bar': 0.16666688}, {'waiter': 0.16667192, 'beer waiter': 0.16666833, 'beer': 0.16666745}]"," very friendly bar with very good beer, and very friendly waiters","['waiter', 'beer', 'bar']"
Bar Virreina,-0.0842944444444444,"[{'bill three': 0.023827057, 'person charged refused': 0.023824304, 'refused': 0.023821177}, {'person charged': 0.023812922, 'charged': 0.023812834, 'cent': 0.023811745}, {'bill three according': 0.023821436, 'three': 0.023818607, 'attention': 0.023817895}]"," terrible attention from the waiters. the person who charged us refused to split the bill between three because, according to her, he could not collect cents. an absurd situation with very bad manners","['charged', 'cent', 'person', 'bill', 'refused', 'according', 'attention', 'three']"
Bar Virreina,0.0259142857142857,"[{'turn said eat': 0.027790166, 'waitress': 0.027787067, 'couple': 0.027786778}, {'waitress seems rude': 0.027783688, 'star': 0.027781665, 'four': 0.02778071}, {'four star': 0.027792482, 'lack': 0.027791338, 'waitress seems': 0.02779113}]"," the waitress seems rude, although in the end she turns out not to be. the bravas said they were good for one, but they could eat three! although it is better to have more than not to lack! surely if it were a couple more times i could give it four stars","['waitress', 'couple', 'said', 'four', 'rude', 'star', 'eat', 'lack', 'turn', 'seems']"
Bar Virreina,0.0158629629629629,"[{'serve': 0.023813127, 'square available terrace': 0.023812262, 'liveliest square': 0.023811916}, {'waiting': 0.023818329, 'serve got': 0.023816908, 'waiting bar': 0.023816818}, {'order': 0.023823997, 'drink': 0.023816755, 'serve got': 0.0238162}]"," good location in one of the liveliest squares in gràcia. you rarely find a table available on the terrace. the service is bad, they take a long time to serve you; when i got tired of waiting i went to the bar to order the drink and they were friendly. reasonable prices.","['drink', 'bar', 'terrace', 'waiting', 'available', 'liveliest', 'serve', 'got', 'square', 'order']"
Bar Virreina,0.2164111111111111,"[{'heart perfect friend': 0.11117234, 'friend': 0.11112266, 'perfect': 0.11112022}, {'heart perfect': 0.111127906, 'charming heart perfect': 0.11112228, 'charming heart': 0.11111213}, {'friend': 0.11114705, 'charming': 0.11113159, 'perfect': 0.11112679}]"," charming place, in the heart of gracià, perfect to share with friends and family 10/10","['charming', 'friend', 'perfect', 'heart']"
Bar Virreina,0.0555583333333333,"[{'morning sandwich warm': 0.047661897, 'warm attention price': 0.047651123, 'sandwich warm': 0.047646582}, {'price': 0.047628842, 'sandwich': 0.04762763, 'price bit': 0.047623727}, {'price bit high': 0.04762267, 'price bit': 0.04762222, 'sandwich warm': 0.047621217}]"," on a sunday at 9 in the morning, the sandwiches are very good, with the warm bread.the attention is fast.however, the prices are a bit high.","['bit', 'high', 'warm', 'morning', 'price', 'sandwich', 'attention']"
Bar Virreina,0.02264375,"[{'relaxing': 0.03704393, 'relaxing pollen period': 0.037043534, 'limit': 0.037041795}, {'limit right sycamore': 0.037051037, 'right': 0.037050817, 'favorite neighborhood': 0.037044033}, {'kill': 0.037084036, 'sycamore': 0.037067454, 'limit right sycamore': 0.037056737}]"," good food, good service, relaxing place (unfortunately during the pollen period it is off limits for me because it is right under a few sycamores that if you have allergies will kill you). one of my favorites in the neighborhood","['kill', 'neighborhood', 'favorite', 'relaxing', 'pollen', 'right', 'period', 'sycamore', 'limit']"
Bar Virreina,0.0033431818181818,"[{'coffee': 0.012674952, 'bar': 0.012671601, 'morning coffee dropping': 0.012663646}, {'bar': 0.021740928, 'coffee': 0.0217394, 'breakfast lunch': 0.012424407}, {'coffee': 0.012678208, 'bar': 0.012675352, 'mean open': 0.012663235}]"," it's a total bar, i mean they open around nine and close after midnight, you can have breakfast, lunch, drinks, tapas, it's a conversation bar, like the one in the gabinete caligari song.excellent coffees and infusions.various beers.spectacular sandwiches, the chicken with mushrooms.quality liquors.perfect terrace and warm interior, i've been going for more than 16 years and i never get tired, although the waiters do 😩i used to go for morning coffee after dropping the kids off at school.for me ","['coffee', 'lunch', 'bar', 'dropping', 'morning', 'breakfast', 'open', 'mean']"
Bar Virreina,0.1003454545454545,"[{'enough positive surprise': 0.055568986, 'ate enough': 0.05556276, 'enough positive': 0.055561285}, {'expensive paid': 0.055557653, 'paid ate enough': 0.05555759, 'enough': 0.055556744}, {'surprise': 0.05555636, 'positive': 0.055556275, 'ate': 0.055556033}]", we thought it would be more expensive and for 3 we paid €42.40 and ate well enough. positive surprise!,"['positive', 'expensive', 'ate', 'enough', 'paid', 'surprise']"
Bar Virreina,-0.1195454545454545,"[{'missing': 0.052725818, 'told': 0.052695032, 'missing fatal': 0.052649733}, {'told': 0.052677214, 'missing': 0.052668527, 'terrible told': 0.052641716}, {'told': 0.08538656, 'missing': 0.0853814, 'told waiter missing': 0.04878473}]"," terrible service, when we told the waiter that we were missing a beer he told us “i was missing this one.” fatal.","['waiter', 'told', 'fatal', 'terrible', 'missing']"
Bar Virreina,0.0147043478260869,"[{'top': 0.02441837, 'sauce top': 0.024407983, 'bag': 0.02440441}, {'top': 0.041922897, 'sauce top cut': 0.023955386, 'chip bottled sauce': 0.023954647}, {'top': 0.024416765, 'shame': 0.024407519, 'hummus oil top': 0.024397856}]"," very slow service, the bravas are cold bag chips with bottled sauce on top... badly cut fuet, hummus with too much oil on top... in short it's a shame since the place is beautiful but i will definitely not return and i will not recommend it!","['bag', 'bottled', 'sauce', 'chip', 'top', 'shame', 'hummus', 'cut', 'oil']"
Bar Virreina,-0.0333888888888888,"[{'pm': 0.021305112, 'paid pm': 0.021288976, 'kicked left': 0.021282097}, {'pm': 0.03664638, 'taste mouth roll': 0.020945724, 'rude waiter kicked': 0.020945333}, {'pm': 0.021329425, 'pm brought': 0.02128386, 'left taste mouth': 0.021283608}]"," everything was fine until around 11:00 p.m. they brought us the ticket to pay without asking for it, we paid and it wasn't even 11:00 p.m. one of the very rude waiters kicked us out, a borde, and we left with a bad taste in our mouths and bad roll, we will never come back.","['brought', 'mouth', 'waiter', 'left', 'paid', 'kicked', 'roll', 'rude', 'taste', 'pm']"
Bar Virreina,0.0655428571428571,"[{'know monaco': 0.16667181, 'monaco': 0.16666837, 'grand': 0.16666771}, {'monaco': 0.16667597, 'know monaco': 0.16666906, 'grand': 0.16666454}, {'know': 0.16666861, 'know monaco grand': 0.1666681, 'monaco grand': 0.16666767}]"," 3.40 a canya, i didn't know i was in the monaco grand prix","['monaco', 'grand', 'know']"
Bar Virreina,0.036168,"[{'tried': 0.029467722, 'baked': 0.029452402, 'baked instead fry': 0.029424364}, {'baked': 0.04930251, 'tried': 0.049300585, 'tried nacho': 0.028172616}, {'baked': 0.029449852, 'tried': 0.029442525, 'baked baked instead': 0.029420491}]"," well, the friendly service, fair price, i tried some bravas, the sauce was great, but the potatoes are baked and i didn't completely like them, although they weren't bad, they are simply like that, there will be those who really like that they are baked instead of fries and i tried some nachos with cheese and guacamole that were brutal","['tried', 'baked', 'fry', 'nacho', 'instead']"
Bar Virreina,0.0450608695652173,"[{'beer': 0.020025067, 'price acceptable': 0.020012781, 'cl inside premise': 0.020010216}, {'beer': 0.02001516, 'high': 0.020006217, 'beer cl inside': 0.020006172}, {'beer': 0.034485754, 'area crazy': 0.019707883, 'hidden': 0.019706575}]"," beautiful place, correct service, somewhat high coffee prices (but acceptable considering the area) and crazy beer prices!!a beer, 25 cl (inside the premises)... €4.50!!!i honestly thought there was a hidden camera","['crazy', 'premise', 'inside', 'area', 'acceptable', 'cl', 'beer', 'price', 'hidden', 'high']"
Bar Viu,0.1063814814814814,"[{'enjoyed': 0.017880164, 'enjoyed listening': 0.017865548, 'local beer reasonable': 0.017864108}, {'enjoyed': 0.03083738, 'manager': 0.017623758, 'real': 0.01762353}, {'enjoyed': 0.017888872, 'spanish': 0.017868593, 'legend': 0.017864052}]","this place is awesome! we found it it by chance and we really enjoyed the vibes there, it's a real barcelona bar, very popular among the locals. the food is great and they have good beers at a very reasonable price. the manager is such a legend! we enjoyed so much listening to good spanish music there. see you soon","['real', 'spanish', 'enjoyed', 'local', 'reasonable', 'legend', 'beer', 'listening', 'manager']"
Bar Viu,0.1283399999999999,"[{'night put': 0.06667435, 'staff': 0.06667389, 'staff night put': 0.06667094}, {'put popular': 0.066675745, 'put': 0.06667394, 'popular music': 0.066670954}, {'popular': 0.066697516, 'ambience staff': 0.0666904, 'ambience staff night': 0.06667605}]","very nice ambience, good staff, good food and at night they put popular music until 2 am or so","['popular', 'staff', 'put', 'night', 'music', 'ambience']"
Bar Viu,0.048995,"[{'ate looking craving': 0.020836461, 'bar': 0.020835523, 'fantastic eclectic staff': 0.020835083}, {'poor': 0.020845722, 'looking': 0.020843146, 'staff': 0.020840116}, {'reasonable music': 0.020842848, 'glad visited': 0.020842196, 'poor': 0.020839399}]","the tapas i ate here were exactly what i was looking for, and what i was craving from my visit, at a reasonable price. music is fantastic and eclectic; the staff were forgiving of my poor catalan and spanish. i'm so glad i visited this bar!","['ate', 'visited', 'bar', 'staff', 'reasonable', 'craving', 'music', 'looking', 'eclectic', 'fantastic', 'glad', 'poor']"
Bar Viu,0.04095,"[{'music playing': 0.022226, 'liked music': 0.02222556, 'kind uncomfortable': 0.022225283}, {'uncomfortable liked music': 0.022232024, 'staff ok': 0.022229318, 'ok': 0.022229176}, {'feel kind uncomfortable': 0.02223481, 'music playing staff': 0.022234114, 'tiny': 0.022233509}]","tiny bar in the heart of gracia, a bit pricey (two cañas of punk ipa and one croqueta 9,10€) the was something about decoration of this place which made us feel kind of uncomfortable. i liked the music they were playing and staff was ok.","['ok', 'staff', 'uncomfortable', 'music', 'playing', 'feel', 'liked', 'tiny', 'kind']"
