place_name,review_text
Bubita Sangria Bar,Very good vegan paella options. Went there with my non-vegan relatives and friend and even they liked it a lot. Can really recommend. Vegetarian options: Vegan restaurant
Bubita Sangria Bar,"I didnt eat there because i was full  ,otherwise food seemed amazing which was ordered by other customers. The service and the snagrias were amazing and the service too. I recommend it."
Bubita Sangria Bar,"A nice, modern twist to the Sangria. Really cozy ambience!"
Bubita Sangria Bar,"Perfect! We loved the food, the service, and the place Their paellas are heavenly, but could maybe be a little stronger in flavour. We havent tried the tapas, but it looked mouth-watering. The cocktail I ordered (Frida) was very good. The outdoor seating is comfortable and the interior is cute. The waiter speaks English really well. What a nice wrap for our sisters trip to Barcelona."
Bubita Sangria Bar,Delicious food and a cosy atmosphere. Would recommend!
Bubita Sangria Bar,"I love this place! Very local and cool atmosphere and yet the food is delicious! I had the paella with mushrooms that was great. As a vegetarian, this was the first time I had a paella and it s definitely was delicious! The sangria is also great!"
Bubita Sangria Bar,"I ate the vegan tapas, and it was not tasty. Bad value for money. Bad service. Toilets were not working, and no hand soap. Food"
Bubita Sangria Bar,Oh my  brilliant food and awesome cocktails. You must visit now.
Bubita Sangria Bar,"Delicious, must stop for Sangria! They offer quite a few options. I enjoyed one out of a skull shaped cup. The interior was cozy and lively for mid-afternoon drinks. We also got the Bubitas Dips and they were all so tasty, you d never know it was vegan!"
Bubita Sangria Bar,Great to have vegan paella but i was hoping for more variety of  seafood  sangria was good
Bubita Sangria Bar,just disappointing. The fact that you pay money for something like that is just a blatant impudence!!! never come here again
Bubita Sangria Bar,Service Trash Sangria trash Food
Bubita Sangria Bar,
Bubita Sangria Bar,
Bubita Sangria Bar,Very cozy place with a terrace
Bubita Sangria Bar,"Its a vegan place, but you only realise that once you scan a menu. Personnel is unskilled and unwelcoming staring at their phones all the time. Also its pay by card only which is unacceptable for me (also not pointed out anywhere but the bar). And for such a place to have plastic flowers was just a last drop for me personally. Didnt like it, dont recommend it"
Bubita Sangria Bar,
Bubita Sangria Bar,"Good vegan paella, good drink, good time. Paella was too small for the price though."
Bubita Sangria Bar,Delicious vegan Paella and Brownie! Nice atmosphere but the servings could be a little bit bigger :)
Bubita Sangria Bar,"Best sangria in Barcelona, it was an amazing place to have my birthday brunch, the vegan cheese was insane! Can t wait to go back! Vegetarian options: The best vegan bar in Barcelona!"
Bubita Sangria Bar,Great all vegan restaurant. A variety of sangrias to choose from and the paellas were amazing. Feb 2024 update: still an amazing vegan eat place. Food
Bubita Sangria Bar,Very tasty food   Staff also very friendly!
Bubita Sangria Bar,"Visited this place twice during a short holiday to Barcelona. The food menu is relatively small - tapas platters, paella, gnocci or dips. I tried the seafood tapas platter which had a great selection of prawns, calamari and absolutely loads of olives. I had the mushroom paella on my second visit, It had a nice selection of different mushrooms in it. I also had the lemon and ginger tart which was very filling. I ried one of the sangri options which was a bit strong for my taste, so I stuck to the red wine which was good. All servers are very smiley and friendly but service was a little slow at times. Thankfully, this place has a really nice atmosphere with low lighting so I wasnt in a rush."
Bubita Sangria Bar,"What an amazing meal. A full Spanish food experience but Vegan. Im vegetarian with a milk intolerance, so this place was ideal while visiting Barcelona. My partner eats meat, but didnt miss it at all here. Food was amazing, we had the paellas and brownies, and the drinks were delicious. Staff was so pleasant and the atmosphere was casual and just fun. Dietary restrictions: All dishes are Vegan, so ideal for Vegans, vegetarians, and people with milk and egg allergies."
Bubita Sangria Bar,"Wonderful place, delicious food and the staff is very welcoming. The food was a little bit pricey, but definitely worth it, and the cocktail was very delicious. Vegetarian options: every thing was vegetarian"
Bubita Sangria Bar,Great little bar with incredible sangria! Well worth a visit for a chilled time with drinks!
Bubita Sangria Bar,"Cute shop, cozy atmosphere, good vegan food but not a taste explosion as hoped (we lacked the spice), sangria large but super sweet, overall the price-performance ratio was just okay"
Bubita Sangria Bar,
Bubita Sangria Bar,
Bubita Sangria Bar,"We ordered 3 Sangries and 2 desserts, all excellent, as in the photos. Excellent service, dimly lit environment. We took 3 sangrias and 2 posts, all excellent, as in the photos. Excellent service, dimly lit environment. We ordered 3 Sangries and 2 desserts, all excellent, as in the photos. Excellent service, dimly lit environment."
Bubita Sangria Bar,"Nice sangria. Bad tapas. Food was reheated, kind of hard and lacked flavour. Served us cold baked beans? Food"
Bubita Sangria Bar,"The place is nice, it has few tables, the food is delicious. Vegetarian options: The food had a great presentation, it had very good flavor, the vegan shrimp, they do look like shrimp! It was good. Although my daughter didnt like the pancakes because they had red berries on top and they were sour. For the rest it was good. I felt the prices were a little high. 1 glass of sangria  10, the snack board  35"
Bubita Sangria Bar,"Cetait un super moment, une cuisine impeccable. Une planchette de tapas vegetale tres bien elabore,  ce nest absolument pas un probleme de consommer autre chose que de la viande avec regal ! Un service de qualite,  merci a lequipe pour la soiree, Je recommande cet endroit les yeux fermes"
Bubita Sangria Bar,"Peaceful and quiet, good sangria, cocktails and food. Hospitable staff!"
Bubita Sangria Bar,Nice place
Bubita Sangria Bar,
Bubita Sangria Bar,"very good ,"
Bubita Sangria Bar,"You can stop in for a good sangria. The place is quite expensive, more Instagrammable than typically Spanish."
Bubita Sangria Bar,"Beautiful courtyard, great room, food is quite good, a bit fancy..."
Bubita Sangria Bar,"Excellent vegan restaurant near Barceloneta. The vegan paella is very good, both the meat and fish versions! Dietary restrictions: Vegan"
Bubita Sangria Bar,Excellent vegan experience
Bubita Sangria Bar,"Unfortunately, we can only rate the sangria cocktails here, which we unfortunately didnt like at all. Service and ambience was ok."
Bubita Sangria Bar,Delicious vegan food. Second time we were here...and that says something.
Bubita Sangria Bar,I got food poisoning from this restaurant and was extremely ill for 2 days following eating here. The service was good and so was the atmosphere but unfortunately we lost out on a couple days of our holiday.
Bubita Sangria Bar,Delicious dishes... Exceptional experience
Bubita Sangria Bar,"Absolutely magical atmosphere, served the BEST vegan paella I have ever had! Highly recommend this place"
Bubita Sangria Bar,Such a marvellous vegan experience
Bubita Sangria Bar,
Bubita Sangria Bar,"Endroit sympa, service OK, mais on a ete malade apres avoir bu une sangria. On a pris une paella OK mais qui baignait dans l huile. Dommage ca pourrait etre tellement mieux."
Bubita Sangria Bar,Interesting place with decent food options.
Bubita Sangria Bar,The food looks great but taste really bad  even the seafood not the real seafood but  looks like .. it s good for girls taking beautiful pictures but it s flavor .
Bubita Sangria Bar,Beautiful and delicious drinks.
Bubita Sangria Bar,
Bubita Sangria Bar,
Bubita Sangria Bar,
Bubita Sangria Bar,"a bit expensive, but the taste makes up for it, its worth it :)"
Bubita Sangria Bar,We stopped for a lovely brunch in this quiet corner of the square. Beautiful bagels and pancakes with delicious condiments. Great food with a great laid back atmosphere. Highly recommend everyone to try this place.
Bubita Sangria Bar,What a lovely place! I really enjoyed the bagel <3
Bubita Sangria Bar,"Good sangria options. Was unclear about how they serve, but going inside to order and pay was a success at least."
Bubita Sangria Bar,"We shared tapas, a paella and two sangrias. It was very good, and the vegan  shrimp  and  squid  were excellent. However, the prices are still quite high."
Bubita Sangria Bar,"The food at Bubita was amazing!! I had the vegan seafood plater and the Monalisa cocktail. Both were perfection and I definitely recommend that you try them! The ambiance in the restaurant is also really nice and I love the location. Very romantic! The only thing I disliked about this restaurant was the service. I wasnt given a menu nor was I really greeted when I entered, I had to make myself seen. After sitting for a while, the server came and asked what I wanted. I told him that I didnt get a menu and he pointed to the QR code on the table. I didnt click that it was the menu as I had seen paper menus at the entrance... A bit bizarre that I wasnt offered one since they were readily available. I ordered the food and the server brought it over, but that was the extent of the service I got. He never came back to see if I needed anything else or to even offer water or ask if I wanted dessert. For this price point, I would expect better service from the wait staff, it was less than basic in my opinion."
Bubita Sangria Bar,Unfriendly and incompetent employees
Bubita Sangria Bar,"The food looks very nice, but tastes only OK, sometimes not fresh. The service is very bad, inattentive. Not recommended as there are so many other great restaurants in Barcelona. But the store has potential."
Bubita Sangria Bar,
Bubita Sangria Bar,
Bubita Sangria Bar,
Bubita Sangria Bar,"Cute little ALL VEGAN establishment we came across in Barcelona. The food flavor was adequate and with good portions. You view the menu from your phone via a QRL code thats on the center of the table. You pay at the counter. The service was non existent. They were not rude mind you, just zero table side manner. Im glad I brought my own water with me. Once the items were brought to the table, all aspects of service evaporated. Would not recommend."
Bubita Sangria Bar,Very tasty vegan menu and also the cocktails were phenomenal! We loved the vibe and would definitely like to come back to try the rest of the menu.
Bubita Sangria Bar,"Very pleasant restaurant. Small tables, cozy lighting, the right music volume - perfect for two and stimulating conversations. I was there for dinner with two kids (8 & 6). We had gnocchi and calamari. The gnocchi were ok, the calamari could hardly be distinguished from  real  ones. Would have liked to try other things, but wanted to accommodate the kids love of fried foods. That was the best choice. Definitely come back! Its great that there are so many vegan restaurants in the city!!"
Bubita Sangria Bar,Good sangria but you can find it cheaper
Bubita Sangria Bar,
Bubita Sangria Bar,
Bubita Sangria Bar,"Excellent food, prices a little high but justified by the environment"
Bubita Sangria Bar,"Lovely place with a beautiful atmosphere and nice drinks, but most of all super delicious vegan food. The paella was really good and the cheese we had on our plate was one of the best vegan cheese wed ever had."
Bubita Sangria Bar,
Bubita Sangria Bar,"Quaint interior, all vegan menu, great service! The sangrias (alcoholic and virgin) were great, with the Salome being our favorite. We shared the Pasion Mediterrania, Baked Gnocchi, and Setas Silvestres. The food was good and enough to share. We would definitely return for the sangria! Vegetarian options: Everything is plant-based, so take your pick of the menu!"
Bubita Sangria Bar,"Excellent sangria, helpful guys, limited places, excellent tapas.......go there."
Bubita Sangria Bar,Good vegan option in El Born. The food was good and at a reasonable price. The restaurant is located on a cute square with a cool vibe and there are tables outside. The portions (especially the pancakes) were a bit small. Vegetarian options: Everything is vegan
Bubita Sangria Bar,An absolute must for me! Very tasty vegan cuisine and the tapas (seafood style) are so delicious!
Bubita Sangria Bar,"Had the most amazing vegan tapas platter and sangria here! Even my husband, who is not vegan, was blown away by the food. You have to come here."
Bubita Sangria Bar,
Bubita Sangria Bar,"Beautiful day place, amazing food, the price is ok, you get what you pay for and the staff is very friendly! The best I had in BCN, I d definitely come back Dietary restrictions: Incredible vegan paella, and vegan tapas and everything honestly!!"
Bubita Sangria Bar,"Spectacular place for vegans and non-vegans. Delicious Spanish Vibes tapas, bubita dips, and gnocchi. We tried the Jessica and Sancta Inquisitione sangrias, all 10 points. Very nice attention and beautiful place! We will return"
Bubita Sangria Bar,Very pricey for the amount of food
Bubita Sangria Bar,"Place in the center of the old city, welcoming, bright and well furnished. Traditional Spanish cuisine dishes with a vegan twist. I had a wonderful lunch with paella and a huge platter of vegan prawns and calamari. Advise Vegetarian options: Vegan dishes"
Bubita Sangria Bar,"Cuisine simple mais gouteuse. La presentation des plats attise la gourmandise.Les sangrias, toutes plus imaginatives les unes que les autres sont excellentes...Une escale gouteuse dans une ambiance conviviale ! Vegetarian options: Restaurant vegan"
Bubita Sangria Bar,Amazing vegan platter and great sangria! The paella was not as good as the rest but still recommend to go and try out the platters.
Bubita Sangria Bar,
Bubita Sangria Bar,"I can recommend this place, it was neat and with a great atmosphere. You can sit inside or outside and also pay by a card."
Pepito Restaurante,They can really cook well. A bit chaotic at times
Pepito Restaurante,Blah. Not very good.
Pepito Restaurante,Disappointing.  Came here last night in Barcelona after going to a number of good restaurants. Food was good but way overpriced for quality and quantity.
Pepito Restaurante,
Pepito Restaurante,"A famous store in a back alley. Its hidden on a road a little way from Casa Mila. Ive been there many times. I have also used it for dinner, and I ate several dishes there, and they were all very delicious. For lunch, I always eat 5-year aged meat called Vaca. This is a chunk of steak, and its probably hard to find in Japan. It is recommended."
Pepito Restaurante,"If you come to Barcelona you cant miss dinner here! The guy who greeted us was super nice and helpful with my fiances countless allergies. They were super attentive, the meat was delicious, they brought us a lava stone separately to regulate the cooking of the meat... truly an original and quality place!"
Pepito Restaurante,
Pepito Restaurante,
Pepito Restaurante,
Pepito Restaurante,"The place is very beautiful and the food was brutal, highly recommended."
Pepito Restaurante,"Excellent restaurant. It has a varied menu, very good product quality and preparation of the dishes. I went with 3 friends and we opted for the meats so we will have to return to continue trying the menu. Both the entrails, the Galician blonde beef steak, the steak tartare and the hamburger are highly recommended. I also highlight the veal sweetbreads, which I especially liked."
Pepito Restaurante,Dietary restrictions: Food
Pepito Restaurante,"Quiet place with ideal decoration for a romantic date. The omelet coulant is sensational, without a doubt the best dish we tried. The service is extremely attentive and friendly."
Pepito Restaurante,It s a very comfortable restaurant.We had great dinner time.
Pepito Restaurante,
Pepito Restaurante,The menu is quite expensive for what it is. The chicken was very bland And very little variety of vegetables
Pepito Restaurante,"Good intention in serving good dishes but they turned out to be bland and half cold. Nice space and friendly staff. Quite high price, especially for the result."
Pepito Restaurante,Tapha Amar amazing!
Pepito Restaurante,Nice place with great food options.
Pepito Restaurante,"This Pepito is quite a discovery. The decoration of the room, with its sofas, its somewhat dim lighting and the ambient music make it really cozy. The service is attentive and very friendly. And delicious food. A luxury in the center of Barcelona."
Pepito Restaurante,"Ufff, this place is highly recommended, I want to return. Delicious"
Pepito Restaurante,"Dirty seats, bad cleaning, found some piece of sweets on the seat twice and left the place."
Pepito Restaurante,"I ve been at Pepito many times but my today s experience (Feb 24) has been terrible. My rice ( arros negre  or  black rice ) was too cooked by far and instead of being an almost  dry rice , it was made with a great amount of oil. Difficult to eat. The  cecina  was also of bad quality. The decoration is very nice, as always, but the rest of things have changed a lot (food, service). What a disappointment. Don t make the same mistake going there. There are so many good restaurants in Barcelona to waste your money at Pepito. It really seems now a restaurant to sell supposedly Spanish food to tourists at a price."
Pepito Restaurante,"Youre going to pay double what its worth. I went thinking that I would be surprised by the evaluations and nothing has surprised me, neither for quality, nor quantity, nor for being different... Nothing. We ordered a ceviche, milanesa, meloso, tiramisu and brownie. Everything was normal, what I ate would have cost me half as much anywhere else and with the same quality. The worst thing is the deception of the homemade potatoes, I did not like at all that they sold me homemade potatoes when they were frozen... You cannot deceive the customer like that, that a potato cut and fried in the restaurant has nothing to do with a frozen one, I felt cheated and finally I felt cheated with the desserts, they didnt offer me a dessert menu, I didnt see the price, I thought it would be the normal price,  5 approx. When I saw that each dessert was  7.50... What a scam. For what I paid, I would have eaten much better anywhere else."
Pepito Restaurante,"Well decorated restaurant with camouflaged simplicity. For the price you pay  88 (one starter, two main courses and dessert) you expect something that will surprise you, that will be different and worth the money, but it wasnt like that... We came with high expectations due to the ratings Google and it has let us down. Also, while the staff has been friendly, the service has been slow and there werent that many people to justify it either. All in all, we wont be back."
Pepito Restaurante,I have recently been with some friends and I loved it. The food and the venue are fantastic. The staff very friendly and attentive. I definitely recommend it and hope to return soon!
Pepito Restaurante,"Nice place. Very good quality food, good product, well cared for and cooked. The meat is excellent, it entails remarkable and excellent steak. The pepito is also highly recommended. High price but according to what you eat."
Pepito Restaurante,
Pepito Restaurante,"Restaurant with a cozy atmosphere, good food and very good service. The dishes worth highlighting are the tortilla coulant, the tartare and the Angus entrails. One of those places you want to return to soon."
Pepito Restaurante,
Pepito Restaurante,Tres bonne viande mais pour deux la quantite etait un peu faible.
Pepito Restaurante,"Very attentive and pleasant service. Good atmosphere, very well located next to Paseo de Gracia but quiet at the same time. Very delicious food, the porcini croquettes and the Milanese are very good. We would like some more options in desserts. We will repeat and recommend it."
Pepito Restaurante,"I went two years ago and yesterday, Saturday, February 10, I went again with my partner to celebrate our anniversary. When we went, the service was exquisite, the atmosphere had very calm and peaceful music and there was a warm and intimate atmosphere. The food is still good but remove one meat that was the top. This time, the service was terrible, they brought us the starter and the dishes at once, rushing us to eat, we had to repeat what we ordered several times and there were only 3 things. The atmosphere was super noisy, very loud music and therefore, people were talking much louder, that seemed like the happypark. We were really disappointed, the food is good but for what they charge, its better to go somewhere else where you can eat better and have quality service."
Pepito Restaurante,Dont get excited about the 4.3. The food is good but nothing great! A little expensive for what it is. Very friendly waiters! Very good decoration.
Pepito Restaurante,Delicious food
Pepito Restaurante,"A lot of  hype  created by social networks; turning out to be one more . Without further ado! Correct, nothing bad but nothing excellent either!"
Pepito Restaurante,"I went to dinner with my husband, and everything was delicious and spectacular, first time we went and I will return!!"
Pepito Restaurante,The food was top notch and the service was also excellent.
Pepito Restaurante,"Excellent atmosphere, excellent meals and good service from the nacho waiter... We will return"
Pepito Restaurante,"The room is very well decorated. The service is attentive and friendly (despite the fact that they do not speak or understand a word of Catalan). The menu is very different and has personality, the food is delicious. Maybe an expensive one. Highly recommended."
Pepito Restaurante,
Pepito Restaurante,
Pepito Restaurante,"Excellent restaurant! I went for work with a corporate group, very good food, fast service, very friendly staff. Super recommended! David the owner is an exquisite person. Thank you for your hospitality and I will definitely come back to visit you. Dietary restrictions: Wide choice on the menu"
Pepito Restaurante,Excellent service with professional and efficient staff. Very good starters but the meat was super!! Advised
Pepito Restaurante,
Pepito Restaurante,Great food and very good atmosphere. Great service! We were a big team and we did very well. Super recommended. Thank you!!
Pepito Restaurante,
Pepito Restaurante,
Pepito Restaurante,"Super attentive team, top-notch food and wine and unbeatable decoration! It is a sure success"
Pepito Restaurante,We went from very far thinking it was open. It is closed during mid day. Update your hours amigos...
Pepito Restaurante,"Went here on Christmas day for dinner. Great food, friendly staff and the interior adds a nice ambience. When in Barcelona give Pepito a try!"
Pepito Restaurante,
Pepito Restaurante,"Restaurant clearly aimed at wealthy tourists who are only looking for a luxurious place to show off. The bars decor is tasteful, although the seats are a bit hard. The service can be greatly improved considering that they are supposed to sell you luxury. Our waiter threw 3 cutlery on the floor. It may sound stupid but for the price they charge us everything should be impeccable. The food is delicious but extremely scarce. I had to have dinner at another bar after going out to fill up. The dessert came with a hair that wasnt mine and they thought it was good to hand it over. The restaurant appears more than it is. It needs more to become the high-class restaurant it tries to be."
Pepito Restaurante,"Nice looking place with decent food. Service was chaotic; some of our main courses were delivered 30 minutes after the others, drinks sometimes came and sometimes never arrived."
Pepito Restaurante,
Pepito Restaurante,"!Absolutamente espectacular! Este lugar es increiblemente acogedor, con un servicio que simplemente deslumbra. La calidad de la comida merece un solido 10/10. Aunque el espacio es un poco reducido, esto anade un toque acogedor e interesante al ambiente. !Definitivamente una excelente opcion para aquellos que deseen probar algo nuevo en Barcelona!"
Pepito Restaurante,"A peculiar decoration, the food is good, without many surprises, little variety on the menu, the meats quite good. And the good desserts and pretty decoration"
Pepito Restaurante,"Whether it was the setting, the atmosphere or the cuisine, everything was perfect. In addition, our server Amar spoke French and was very pleasant. As a bonus: the prices are correct."
Pepito Restaurante,"It is in the center of the commercial area, but in a very quiet alley. Restaurant with very good decoration and quiet place. The food is very good and they have good coffee. We werent very hungry and we didnt have to try dessert. I recommend it."
Pepito Restaurante,Great a la carte dinner and well attended
Pepito Restaurante,
Pepito Restaurante,Simply excellent. Quality and good treatment in a magical place.
Pepito Restaurante,
Pepito Restaurante,
Pepito Restaurante,"Very beautiful and very well received culinary experiences, I highly recommend it. We arrived at the New Year 2023 2024 without reservations and a little late and everything was great thank you"
Pepito Restaurante,"Great place. Good food, local favourite. Interior has faded away thought, torn sofas do not inspire."
Pepito Restaurante,
Pepito Restaurante,
Pepito Restaurante,An elegant restaurant with good meat and wines
Pepito Restaurante,
Pepito Restaurante,
Pepito Restaurante,Pros Nice environment and service Cons They don t how to cook a steak. Super bad Everything super average. They couldn t prepare a cocktail because we re just 2 waiters serving all the tables . Bad management Don t order the vaca vieja dish. Super expensive for what you get . A super dry poor beef meat taste .  No 60 days aged at all! No soft nor slender at all !!
Pepito Restaurante,"Pepito is a restaurant that surprises you with how beautiful it is. It is decorated with lights, candles, sofas... In general it is a perfect place for a romantic dinner. The menu is simple, but everything is very good and very well presented. The service is very attentive and friendly. We will repeat!"
Pepito Restaurante,
Pepito Restaurante,
Pepito Restaurante,"Une experience de grande qualite. Deja la decoration a un cachet certain, meme dans les toilettes. Ensuite le service est impeccable, avec un effort pour le francais, et souriant. Jai pris un tapas de veau avec une pointe de citron qui etait une tuerie, une coupe de sangria au cava excellente, un morceau de joue de porc fondant a souhait et une puree au truffe. La creme catalane en dessert etait surprenante de creativite, avec une legerete qui nest pas habituellement associee a ce plat. Le prix est moyen, vous pouvez vous en sortir pour 25  , sauf si vous craquez pour plusieurs plats comme moi. Du coup on y a reserve pour le lendemain. Reservation conseillee, surtout a partir de 14 heures."
Pepito Restaurante,Vraiment tres petite quantite pour un plat a 43 euros seulement une portion de frite pour 2 des ravioles a la truffe froide et en tres faible quantite. Beau cadre gache par tout cela vraiment restaurant a eviter .
Pepito Restaurante,
Pepito Restaurante,I had a great dinner with an amazing french rose wine called Mirabal. The steak tartare was great and the coulant of potatoes.
Pepito Restaurante,"I recently dined at Pepito, a charming restaurant located just a 15-minute walk from the center of Barcelona, and I couldnt have been more pleased with my experience. Booking a table was a breeze, thanks to their user-friendly online reservation system, available both on their website and through Google. Its a convenient touch that sets the tone for a hassle-free evening. Upon arriving for dinner, I was immediately captivated by the wonderful ambiance. Dimmed lights, great vibes, and the perfect selection of music created an inviting atmosphere that made me feel right at home. While I regrettably didnt take any pictures to capture the moment, I can wholeheartedly recommend a few standout dishes that truly shone at Pepito. The padron pimentos, mushroom croquettes, and the salads were undeniable stars of the menu. These dishes not only pleased the palate but also reflected the restaurants commitment to delivering quality flavors. To complement the meal, Pepito offers a great selection of both red and white wines, catering to various tastes and preferences. In conclusion, Pepito offers an all-around delightful dining experience in Barcelona. From the easy booking process to the wonderful ambiance and standout dishes, its a restaurant that I would wholeheartedly recommend to anyone looking for a memorable meal in the city."
Pepito Restaurante,
Pepito Restaurante,
Pepito Restaurante,Always super nice. Delicious food in one of the most beautiful places in BCN. And save room for dessert!!!
Pepito Restaurante,"Horrible food, with the extended variety of restaurants in Barcelona, please do not make the same mistake I did by going to this restaurant. The raviolis were disgusting. More than raviolis on a sauce, they were bath with oil, the provolone was not even possible to eat. We left it all. We didn t even dear to complain we just paid and left."
Pepito Restaurante,"Food good but not exceptional. Place not very well taken care of. Dirty seats, table not well cleaned and dirty toilets. Terrible service. First we received the wrong dish, second I got accused of wrongly ordering, and third I get asked, with the bill in front, how much do I want to pay. Leaving the place without a goodbye, has been the cherry on the cake."
Pepito Restaurante,"Very good restaurant   we had dinner and the food was delicious, the meat was just right, the service from the unbeatable waiters were super attentive. I recommend you"
Pepito Restaurante,
Pepito Restaurante,Nous avons passe une excellente soiree. Le   service etait exceptionnel par Mr  tapha amar  merci a lui. lambiance est tres amicale le poisson est tres bien prepare.  Parcontre la viande a la milanaise tres mal prepare je ne vous la conseille pas . Mais jimagine quil ya dautres plats excellent a deguster la prochaine fois .
Pepito Restaurante,"the waitress wanted to hit me because i only told him he was wrong, he then tried to push me on the ground, UNACCETTABLE"
Pepito Restaurante,
Pepito Restaurante,Very good restaurant
Pepito Restaurante,Not bad...not good...expensive in terms of quality and price for what there is in Barcelona.
Pepito Restaurante,
Pepito Restaurante,
Pepito Restaurante,"We took a package at Ambrosia Spa which included dinner at this restaurant. The truth is that everything was exquisite, from the starters to the meat, which was very good, the only thing that could be improved is the wine, but since it is a package it is understandable. The attention of the waiters was impeccable, mainly from Freddy who was very attentive all night and very friendly. We will return without any doubt"
Pepito Restaurante,
Pepito Restaurante,"It was good but we expected much more, especially considering the prices. There were two waiters for the entire place, and that meant that the service was slow and there were some confusion, at all times they were very friendly although that is not always enough. The food was very good, although the ravioli could be improved. I want to think that it was a specific event, although I would not return."
Pepito Restaurante,"I liked the place, the place is very  cool , as well as its decoration and atmosphere. Agile service and very good food. We ordered the ceviche, one of the hamburgers, the steak tartare, the picanton and the meloso iberico. Very good choices. In addition, the menu is varied and you have plenty to choose from."
Pepito Restaurante,
Pepito Restaurante,We have eaten very well and they have treated us wonderfully.
Musiu,
Musiu,"For  11.90: medium/large portion of salad + pasta that was a little smaller but still tasted very good + a drink, for me it was a Cola Zero 0.33ml. Nevertheless, a very, very strong offer that was extremely worth it. The service was a bit stressful, but still extremely nice. Its worth eating there for good money."
Musiu,
Musiu,"The caprese salad and veggie pasta were quite tasty, affordable and the front patio is perfect for people watching. The staff are lovely and quite welcoming. Vegetarian options: My friend and I both ordered meals that were vegetarian. There are plenty of salad, pizza and pasta options that are vegetarian friendly."
Musiu,"Yes, yes, and yes! So good!"
Musiu,Excellent service... extremely fast; Their food and drinks are a great idea... 100% recommended
Musiu,"Very tasty food, with good prices. Friendly atmosphere"
Musiu,"Great food, quickest service in town. Literally 5 minutes after ordering we received our delicious pasta."
Musiu,"Yesterday we had a very unpleasant experience with the staff of this establishment. The treatment was anything but cordial: first they wanted to change our table due to a mistake by the waitress and, not happy with that, they still addressed us in a sarcastic and derogatory manner, so we decided to leave. You only have to read the responses to other critics to realize that professionalism is not exactly the distinguishing mark of this place. (Edit in response to owners comment): The lack of professionalism and poor quality start when the staff does not know how to address the customer, does not treat them politely (which is clear once again with the tone of the answer) and does not at any time take responsibility for their own mistakes: at work the solution must never come from the client, but from the worker who generated it. When a venue isnt up to par (and this one isnt), its better to do something else."
Musiu,"The bar and service staff were lovely. The dishes were very affordable but unfortunately, the food was basic. The chef didn t realise that I could hear him imitating my accent in the kitchen, which I thought was incredibly rude."
Musiu,"Firstly, the food was amazing. The service was fantastic. Especially Ariana who was phenomenal. Highly recommend for great food, great service and fantastic, friendly and accommodating staff."
Musiu,"Fast service, lovely food and great staff."
Musiu,
Musiu,The food was reheated in the microwave in my opinion. After dinner I had diarrhea. Salad was poorly seasoned. I would not repeat
Musiu,"Good food! Im not Italian but I found it very authentic. The service was very friendly and efficient, Ariana treated us with great kindness! Ill be back for sure :D"
Musiu,
Musiu,Such a cute place! First day in Barcelona and Ariana gave us exceptional recommendations for our pizza and pasta.
Musiu,Excellent service! Good food and good company! Fast and efficient service
Musiu,Tasty homemade pasta in the center of Barcelona. Very correct quality-price. The waitresses were attentive and friendly.
Musiu,
Musiu,
Musiu,
Musiu,"Nourriture qualitative, service execrable."
Musiu,"Amazing crew, amazing service, and amazing food. The photo simply doesn t do the food justice. Absolutely love how homely and flavourful the Verduras pasta is and I m also impressed by the layers of flavours and textures of the house special salad. Might like my pasta a little bit more al dente but overall this is the definition of a happy meal to me."
Musiu,"Les plats sont delicieux, le personnel est tres sympa et l ambiance cool,  je recommande si vous etes de passage a barcelone !!!"
Musiu,Great pizza and pasta and at fair prices. Can just be recommended!!!!
Musiu,"Very good service, cheap prices, food was delicious."
Musiu,
Musiu,"We were very impressed with the pasta and pizzas. The gnocchi and the Cala pastas were excellent, as were the salsicha and the margarita pizzas. Will definitely return."
Musiu,"Small but very cozy place. Pretty good Italian food, pasta and pizzas. Correct service."
Musiu,"A great place to get amazingly tasty, fast served Italian pasta near the passeig de gracia avenue. Team is really friendly, professional, and you immediately feel welcomed. For lunch, ring them to get your reserve, as they open at 1pm and get full pretty quick. Great address in Barcelona as its very centric and they serve you fast."
Musiu,"Fast service, lovely waiters! Cala pasta is very good"
Musiu,
Musiu,
Musiu,
Musiu,It was delicious. Thank Aldana for nice service :)
Musiu,"The place is nice and well decorated, with a small terrace at the entrance with a couple of tables. Italian people run it and that already says a lot about the place. I liked it, but perhaps I found something more typical missing, I went in with a craving for Roman carbonara, and in the end I made pear and gorgonzola fiocchi, obviously delicious. friendly and attentive staff."
Musiu,
Musiu,"Fresh food and more than correct quantity. The place is nice and the team is fast, friendly and efficient. The tiramisu is spectacular!"
Musiu,"The food is spectacular, the service is excellent, I came with my dog and they gave him chicken, naa incredible. I dont give them 20 stars because you can only give them 5."
Musiu,
Musiu,
Musiu,Une tres bonne adresse ! De tres bonnes pates ! Et des serveuses tres sympas
Musiu,"Very good price-quality ratio, you can have dinner for 2 people with a drink for 20 euros"
Musiu,
Musiu,"It is a small place so it is better to have a reservation. The service is spectacular, despite being full they served us super quickly. We were eating in just a few minutes after sitting down. The staff is very friendly and attentive. It was a success to eat there"
Musiu,
Musiu,"Ariana, a professional, took great care of us. We had a table reserved at 9:30 p.m. and we arrived at 9:00 p.m., we didnt have to wait thanks to their professionalism, thats a pleasure."
Musiu,
